alias,lang_id,source
中文（繁體，台灣）,id-b83a3a7d,self
勿忘国耻,id-b957c5a5,self
Γιάαααααααααααααααααααααααααααα,id-ba10cd97,self
大香蕉,id-bc23da1e,self
📀,id-bc81b1f7,self
菜就多练一一,id-bf4f45f2,self
Ξν,id-c01267c1,self
隰有苌楚,id-c0b309d1,self
日本語,id-c12140a0,self
›*&«&^,id-c194291d,self
蓝牙设备已准备连接,id-c2b1002e,self
脑蛇,id-c2d93a97,self
///,id-c64b8480,self
′,id-ca678a9a,self
Мне с тобою так повезло,id-ca75e189,self
∆,id-cd7b1f2b,self
*$@(^$)!,id-cf4460b0,self
⦿⚚♆⚧⟁⌬⚶⟆⚡⟴⚘⍟⚕⧏⚜⫷⚡⌛⍨⚭⟊⚳⦾⏁⚋⟾⚬,id-d0a836b9,self
｛｝,id-d0f853c1,self
()()(()),id-d11d7c18,self
○,id-d195189f,self
"(,)",id-d2193eb3,self
彁,id-d95faab1,self
ערימה,id-de457642,self
欢声笑语,id-de5baa4b,self
脑子爆掉,id-defb978d,self
*,id-df58248c,self
设令,id-e0e5435c,self
只因你太美,id-e380840b,self
■,id-e4a9a116,self
),id-e7064f0b,self
ʘ,id-e73104ea,self
",,,",id-e7d4683b,self
👀,id-e7f901c0,self
☭,id-ece14b53,self
〵䅂ㅅ,id-ecf4dcd1,self
\\\,id-edd45bec,self
✏,id-ef524aa7,self
ΙΧΘΥΣ,id-f09ef07c,self
⊗,id-f120f64b,self
‰,id-f19e5815,self
!/*,id-f24ee728,self
Λ⁁,id-f2515e9f,self
䩥汬礀,id-f3a28a95,self
硕鼠,id-f52c4856,self
啊！,id-f56d1771,self
Ебаное дерьмо,id-f578ae8b,self
!!!!,id-f6bb43b4,self
(),id-f9065fa7,self
꧁༺քʊʀɛȶօʀȶʊʀɛ༻꧂,id-fa04b5cd,self
思,id-faf279e7,self
活鸡,id-fb13c2a3,self
~,id-fb3c6e4d,self
中文（简体，中国大陆）,id-fc48bde3,self
( ),id-fcc44c6b,self
∇,id-fd7d8c4c,self
!@$%^&*()+,+,self
"+=-, -=+",+-----+,self
+-= PDA,+--pda,self
"+-""quote",+--quote,self
+-.%*,+-.,self
+.*,+.,self
+Output,+output,self
-,id-3bc15c8a,self
&-/,id-42e934f3,self
(-),id-735fa081,self
~-~!,id-8a3ccfb0,self
"=,-&~",id-f3aeb402,self
—-,id-b990c314,self
--C-=C-C--,c--c-c,self
--Unless,unless,self
--yay,yay,self
-1,1,self
-1 bytes :/,1-bytes,self
-2147483648 bytes .-.,2147483648-bytes-.-.,self
-25 bytes (O o),25-bytes-o-o,self
-5 bytes ;),5-bytes,self
-Data Storage,data-storage,self
~-Hash,hash,self
Λ-HELL,hell,self
-Output,output,self
․,.,self
.:iI1l!¡,.-ii1l,self
",*""':;!?.+",.+,self
.⍸.,..,self
...,...,self
... Bottles of beer on the wall,...-bottles-of-beer-on-the-wall,self
(...) IS 2D!!,...-is-2d,self
死鱼……吗？,......,self
.box,.box,self
.chat,.chat,self
.CHE$$,.che,self
.exe,.exe,self
.Gertrude,.gertrude,self
.m@dpr'a'prozessor,.m-dpr-a-prozessor,self
.mOdMoDwOrM,.modmodworm,self
.not required,.not-required,self
.yacuabll,.yacuabll,self
.Z.6.S.,.z.6.s.,self
(0),0,self
")0,1(",0-1,self
"0 Bits, 0 Bytes",0-bits-0-bytes,self
"0 bits, an eight byte",0-bits-an-eight-byte,self
ℵ₀ Bytes ^ ^,0-bytes,self
0 bytes XD,0-bytes-xd,self
0(nop^),0-nop,self
0+,0+,self
∫【0……10】（C²+3C+2）dC,0......10-c2+3c+2-dc,self
01,01,self
(0123456789!,0123456789,self
0123456789.,0123456789.,self
0134,0134,self
0587,0587,self
05ab1e,05ab1e,self
0815,0815,self
0bIN,0bin,self
0widthnonjoiner,0widthnonjoiner,self
0x29A,0x29a,self
0x29C,0x29c,self
0x42,0x42,self
0x80070050,0x80070050,self
1=0,1-0,self
1=0+1,1-0+1,self
1 1,1-1,self
1 8 1 8 1,1-8-1-8-1,self
1 Billion Row Challenge,1-billion-row-challenge,self
"1 Bit, a quarter byte",1-bit-a-quarter-byte,self
1 byte :5,1-byte-5,self
(1) Grace sent you a message,1-grace-sent-you-a-message,self
1+,1+,self
1-pak,1-pak,self
1.1,1.1,self
10,10,self
10 1,10-1,self
"10 digits, 100 digytes",10-digits-100-digytes,self
100,100,self
100BF,100bf,self
1066,1066,self
10Brainfuck,10brainfuck,self
10D Deadfish 7 with Time Travel and a Multiverse,10d-deadfish-7-with-time-travel-and-a-multiverse,self
11,11,self
↑110010000100110110010,110010000100110110010,self
111,111,self
11CORTLANG,11cortlang,self
11ty,11ty,self
123,123,self
1231,1231,self
1234,1234,self
12345678,12345678,self
1234567890,1234567890,self
129,129,self
13 bytes :D,13-bytes-d,self
1337,1337,self
¼ bytes :3,14-bytes-3,self
"16 bits, 256 bytes",16-bits-256-bytes,self
16 bytes :P,16-bytes-p,self
1620sps,1620sps,self
^^ 16h 35014ng 15 th15,16h-35014ng-15-th15,self
16x16 RGB2 panel,16x16-rgb2-panel,self
1764774817,1764774817,self
1⅞ bytes :3,178-bytes-3,self
1argasm,1argasm,self
1BNWL,1bnwl,self
1c-enterprise,1c-enterprise,self
1cnis,1cnis,self
1CP=1ICL,1cp-1icl,self
1Fish,1fish,self
1Hash,1hash,self
1L,1l,self
1L a,1l-a,self
1L AOI,1l-aoi,self
1L1D,1l1d,self
1line,1line,self
1mpr0mp2,1mpr0mp2,self
1quad,1quad,self
1st-Worst,1st-worst,self
%^2^-1,2--1,self
2/9 of an esolang,2-9-of-an-esolang,self
"2 Bits, 1 Byte",2-bits-1-byte,self
"2 Bits, 1 Byte but 01 and 10 are swapped",2-bits-1-byte-but-01-and-10-are-swapped,self
"2 Bits, 256 Bytes",2-bits-256-bytes,self
2 Bits and Bytes,2-bits-and-bytes,self
2 bytes :^),2-bytes,self
2 bytes B),2-bytes-b,self
2 Player,2-player,self
"2 poets, 1 poem",2-poets-1-poem,self
"2 Trits, 1 Trybble",2-trits-1-trybble,self
"2 trits, 3 trytes",2-trits-3-trytes,self
2-Dimensional Array,2-dimensional-array,self
2-ill,2-ill,self
2-pak,2-pak,self
2.+-,2.+,self
20-gate,20-gate,self
200,200,self
2001: An Esolang Odyssey,2001-an-esolang-odyssey,self
2002-12-14,2002-12-14,self
2014,2014,self
2015,2015,self
2017,2017,self
2020,2020,self
2022,2022,self
2023,2023,self
2024,2024,self
2025,2025,self
2050706,2050706,self
23,23,self
24,24,self
2484345508,2484345508,self
25 bytes o:,25-bytes-o,self
255,255,self
256,256,self
257-wrap brainfuck,257-wrap-brainfuck,self
29,29,self
2B,2b,self
2C,2c,self
2char,2char,self
2d,2d,self
2D imensional,2d-imensional,self
2D-BCT,2d-bct,self
2D-Reverse,2d-reverse,self
2DBFIPM,2dbfipm,self
2DChanger,2dchanger,self
2Deadfish,2deadfish,self
2Definer,2definer,self
2dFish,2dfish,self
2DFuck,2dfuck,self
2dL,2dl,self
2dLang,2dlang,self
2DP,2dp,self
2dProperties,2dproperties,self
2ds,2ds,self
2dthings,2dthings,self
2iota,2iota,self
2KWLang,2kwlang,self
2L,2l,self
2lisp,2lisp,self
～2O25-12345,2o25-12345,self
2obj,2obj,self
2Q2Q,2q2q,self
2Swap,2swap,self
2th,2th,self
2xNeg,2xneg,self
3 (AndrewBayly),3-andrewbayly,self
"3 Bits, 1.5 Bytes",3-bits-1.5-bytes,self
"3 Bits, 3 Bytes",3-bits-3-bytes,self
"3 bits, unshackled",3-bits-unshackled,self
3 bytes :v),3-bytes-v,self
3 commands :),3-commands,self
3-h,3-h,self
3-lisp,3-lisp,self
3.725254969642999e-321,3.725254969642999e-321,self
3018AD,3018ad,self
33,33,self
⅜ bytes :lennyface:,38-bytes-lennyface,self
3900,3900,self
3apl,3apl,self
3Byte2Jump,3byte2jump,self
3code,3code,self
$3COND,3cond,self
3D,3d,self
3D Brainfuck,3d-brainfuck,self
3d-logo,3d-logo,self
3dcomposer,3dcomposer,self
3ds,3ds,self
3LEB,3leb,self
3ME,3me,self
3mf,3mf,self
3rip,3rip,self
3switchBF,3switchbf,self
3var,3var,self
3x,3x,self
4,4,self
"4 bits, 8 bytes",4-bits-8-bytes,self
"4 bits, unlimited bytes",4-bits-unlimited-bytes,self
4-list,4-list,self
4004,4004,self
401,401,self
41943040000000000000000000000,41943040000000000000000000000,self
42,42,self
420,420,self
4BOD,4bod,self
4ByteJump,4bytejump,self
4cell,4cell,self
4D,4d,self
4dB,4db,self
4DChess,4dchess,self
4DL,4dl,self
4est,4est,self
4g-standard,4g-standard,self
4g∅n¹/,4gn1,self
4Head,4head,self
4KOWO-like esolang,4kowo-like-esolang,self
4ME,4me,self
4RL,4rl,self
4th-dimension,4th-dimension,self
((()))(((())))=5,5,self
"5 Bits, 20 Bytes",5-bits-20-bytes,self
5++,5-plus-plus,self
5-logic,5-logic,self
5050BrainF,5050brainf,self
? $51=,51,self
512,512,self
51forth,51forth,self
59 6 x,59-6-x,self
5code,5code,self
5command,5command,self
5D 5D Brainfuck With Multiverse Time Travel With Multiverse Time Travel,5d-5d-brainfuck-with-multiverse-time-travel-with-multiverse-time-travel,self
5D Brainfuck With Multiverse Time Travel,5d-brainfuck-with-multiverse-time-travel,self
5D Deadfish with Multiverse Time Travel,5d-deadfish-with-multiverse-time-travel,self
5iasm,5iasm,self
5MAT,5mat,self
6,6,self
"6 bits, 12 bytes",6-bits-12-bytes,self
6 bytes of useless element,6-bytes-of-useless-element,self
"6 trits, 243 trytes",6-trits-243-trytes,self
6-5,6-5,self
6π-b,6-b,self
6673846770,6673846770,self
67,67,self
67 machine,67-machine,self
6969 Assembler,6969-assembler,self
6A,6a,self
6chars,6chars,self
6gunz,6gunz,self
6ix,6ix,self
7,7,self
7 bytes XD,7-bytes-xd,self
7-8,7-8,self
7Basic,7basic,self
8,8,self
"8 bits, 256 bytes",8-bits-256-bytes,self
8 Byte Lang :/,8-byte-lang,self
8-Bit,8-bit,self
81,81,self
8BallScript,8ballscript,self
8ial,8ial,self
8th,8th,self
8xn,8xn,self
9,9,self
9 bytes :I,9-bytes-i,self
90,90,self
90deg,90deg,self
91v,91v,self
95-98,95-98,self
96,96,self
99 bottles of pain,99-bottles-of-pain,self
99 (Esolang),99-esolang,self
99 (Joke language),99-joke-language,self
9f87m4atttaaaou;,9f87m4atttaaaou,self
!@a*,a,self
A^2+b^2=c^2,a-2+b-2-c-2,self
A!&!A,a-a,self
A=ab=bc=cd=d!,a-ab-bc-cd-d,self
A=B,a-b,self
A?b.,a-b.,self
A box with balls,a-box-with-balls,self
A Combinator Language,a-combinator-language,self
A Delusion of Control,a-delusion-of-control,self
A IS B,a-is-b,self
A Language Programmed While Listening to Godspeed You! Black Emperor,a-language-programmed-while-listening-to-godspeed-you-black-emperor,self
A language so useless it only has one command,a-language-so-useless-it-only-has-one-command,self
A Pear Tree,a-pear-tree,self
Aɪ pʰiː eɪ,a-phi-e,self
A programming language is an artificial language for expressing computer programs.,a-programming-language-is-an-artificial-language-for-expressing-computer-programs.,self
A Question of Protocol,a-question-of-protocol,self
A Queue which can't grow,a-queue-which-can-t-grow,self
"A ""real"" esolang",a-real-esolang,self
A returns a,a-returns-a,self
A Simple Language With A Console,a-simple-language-with-a-console,self
A Simple Language With A Console Except There Is No Console,a-simple-language-with-a-console-except-there-is-no-console,self
A simple point and click language…?,a-simple-point-and-click-language...,self
A Slow Language,a-slow-language,self
A Triple Sharp,a-triple-sharp,self
A Very BASIC Esolang,a-very-basic-esolang,self
"A very long language name that is very weird and yeah, this is your but its this",a-very-long-language-name-that-is-very-weird-and-yeah-this-is-your-but-its-this,self
A very minimal esolang with a very few amount of instructions,a-very-minimal-esolang-with-a-very-few-amount-of-instructions,self
A+ (programming language),a+-programming-language,self
a-0-system,a-0-system,self
A-DU,a-du,self
A-gram,a-gram,self
A-SCP-M,a-scp-m,self
a-sharp,a-sharp,self
A-Skii,a-skii,self
A.R.T.I.C.L.E.,a.r.t.i.c.l.e.,self
A.T.A.L.,a.t.a.l.,self
A0A0,a0a0,self
A1,a1,self
A345120268A9,a345120268a9,self
a51,a51,self
AAA,aaa,self
AAAAAAAAAAAAAA!!!!,aaaaaaaaaaaaaa,self
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,self
AAAAAAAAAAAAAAaaaaaaaaaEEEEEEEaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaeeeeeeeaaaaaaaaaaaa,self
Aaargh++,aaargh-plus-plus,self
aadl,aadl,self
AAEEEEEEEEEI,aaeeeeeeeeei,self
aaf,aaf,self
aarch64,aarch64,self
aardappel,aardappel,self
aardvark,aardvark,self
Aarkinitio,aarkinitio,self
Ababab,ababab,self
Abacus Computer,abacus-computer,self
abacus-machine,abacus-machine,self
abal,abal,self
abap,abap,self
ABAP CDS,abap-cds,self
Abba,abba,self
abbreviated-test-language-for-all-systems,abbreviated-test-language-for-all-systems,self
abc,abc,self
abc-80,abc-80,self
abc-algol,abc-algol,self
ABCD,abcd,self
ABCDE,abcde,self
Abcdefghijklmnopqrstuvwxyz,abcdefghijklmnopqrstuvwxyz,self
ABCDirection,abcdirection,self
ABCDirectionE,abcdirectione,self
ABCDXYZ,abcdxyz,self
abcl,abcl,self
abcl-cp,abcl-cp,self
abcl-f,abcl-f,self
abcl-lang,abcl-lang,self
Abcout,abcout,self
abcpp,abcpp,self
ABCR,abcr,self
ABCs,abcs,self
ABCstr,abcstr,self
abel,abel,self
!aBF',abf,self
ABFC (Another BrainFuck Clone),abfc-another-brainfuck-clone,self
ABG,abg,self
``abi2 hB8 7Vi 7iY,abi2-hb8-7vi-7iy,self
abl,openedge-abl,linguist
able,able,self
abnf,abnf,self
Aboba,aboba,self
ABPLWNL,abplwnl,self
ABPLWNL but with stack,abplwnl-but-with-stack,self
ABrainloller,abrainloller,self
abs,abs,self
abset,abset,self
Abstract,abstract,self
abstract-state-machine-language,abstract-state-machine-language,self
Abstraction,abstraction,self
abstracto,abstracto,self
Absurd Brainfuck,absurd-brainfuck,self
absys,absys,self
abuild,alpine-abuild,linguist
ac-toolbox,ac-toolbox,self
Acc!!,acc,self
accent,accent,self
ACCUMULATOR,accumulator,self
ace,ace,self
aces-standard,aces-standard,self
Aceto,aceto,self
acfm,adobe-font-metrics,linguist
ACHEQUEUENINETHOUSANDPLUS,achequeueninethousandplus,self
ACIDIC,acidic,self
ackrc,option-list,linguist
acl,acl,self
acl2,acl2,self
acme,acme,self
Acme::Bleach,acme-bleach,self
AcoFuck,acofuck,self
aconf,apacheconf,linguist
acore,acore,self
acorn,acorn,self
acorn-atom,acorn-atom,self
acorn-lang,acorn-lang,self
acornsoft-logo,acornsoft-logo,self
acos,acos,self
ACRONYM,acronym,self
Acrostic,acrostic,self
acsi-matic,acsi-matic,self
acsl,acsl,self
acsv,acsv,self
act-iii,act-iii,self
act-one,act-one,self
actalk,actalk,self
action,action,self
Action symbol,action-symbol,self
action-code-script,action-code-script,self
ActionLang,actionlang,self
actionscript,actionscript,self
actionscript 3,actionscript,linguist
actionscript3,actionscript,linguist
active-language-i,active-language-i,self
active-u-datalog,active-u-datalog,self
activevfp,activevfp,self
activity-pub,activity-pub,self
actor,actor,self
actors,actors,self
actus,actus,self
Acyclic Tag,acyclic-tag,self
ad block,adblock-filter-list,linguist
ad block filters,adblock-filter-list,linguist
ad-hoc,ad-hoc,self
ada,ada,self
Ada (programming language),ada-programming-language,self
ada-95,ada-95,self
ada-9x,ada-9x,self
ada-tl,ada-tl,self
ada2005,ada,linguist
ada95,ada,linguist
adabtpl,adabtpl,self
adagio,adagio,self
adam,adam,self
adam-standard,adam-standard,self
adamant,adamant,self
adaplex,adaplex,self
Adar,adar,self
adb,adblock-filter-list,linguist
adblock,adblock-filter-list,linguist
Adblock Filter List,adblock-filter-list,self
Addbig,addbig,self
AddByte,addbyte,self
AddByteJump,addbytejump,self
AddByteNegJump,addbytenegjump,self
AddByteSubByte,addbytesubbyte,self
Adders,adders,self
ADDI,addi,self
Addit,addit,self
Addition Automaton,addition-automaton,self
AddJump,addjump,self
Addleq,addleq,self
Addo,addo,self
address,address,self
Address programming language,address-programming-language,self
AddSys,addsys,self
Adeco,adeco,self
adenine-programming-language,adenine-programming-language,self
adept,adept,self
ades,ades,self
ades-ii,ades-ii,self
aditi,aditi,self
Adj,adj,self
ADJUST,adjust,self
adlib,adlib,self
adobe composite font metrics,adobe-font-metrics,linguist
adobe multiple font metrics,adobe-font-metrics,linguist
adobe-font-metrics,adobe-font-metrics,self
Adofaiscript,adofaiscript,self
ads-b-standard,ads-b-standard,self
Advance The Wheel!,advance-the-wheel,self
Advanced Brainfuck,advanced-brainfuck,self
advanced-continuous-simulation-language,advanced-continuous-simulation-language,self
advice-taker,advice-taker,self
advpl,xbase,linguist
ADxc,adxc,self
AEAV,aeav,self
aed,aed,self
AEL,ael,self
Aeolbonn,aeolbonn,self
Aeon,aeon,self
aepl,aepl,self
Aepoch,aepoch,self
aesop,aesop,self
Ａｅｓｔｈｅｔｉｃｓ,aesthetics,self
Aether,aether,self
AETRF,aetrf,self
AEWNN,aewnn,self
AF,af,self
AFDKO,opentype-feature-file,linguist
Affine Mess,affine-mess,self
afnix,afnix,self
aframe,aframe,self
afs,afs,self
After,after,self
Afterstar,afterstar,self
Afth,afth,self
Afth64,afth64,self
AFTL,aftl,self
Afunge,afunge,self
Afz,afz,self
agda,agda,self
Agda (programming language),agda-programming-language,self
agent-k,agent-k,self
agentspeak,agentspeak,self
AGG,agg,self
Aggressthon,aggressthon,self
agl,agl,self
Agony,agony,self
agora,agora,self
Ags,ags,self
ags,ags-script,linguist
ags-script,ags-script,self
AGSPL,agspl,self
AH'TALIQUAE ENGLISH,ah-taliquae-english,self
Ahead,ahead,self
aheui,aheui,self
AHHH,ahhh,self
ahk,autohotkey,linguist
AHQ9+-,ahq9+,self
AI made dis,ai-made-dis,self
AI-Generated Esolang,ai-generated-esolang,self
aida,aida,self
AIDL,aidl,self
aids,aids,self
AIGenLang,aigenlang,self
Aiken,aiken,self
ail,ail,self
aime,aime,self
aiml,aiml,self
aimms,aimms,self
air,air,self
Airline Food,airline-food,self
airtable-app,airtable-app,self
ais,ais,self
ait,ait,self
aith,aith,self
AIV,aiv,self
Aivr,aivr,self
Aj,aj,self
Ajsone,ajsone,self
Akdrfsbathnede knem,akdrfsbathnede-knem,self
akl,akl,self
al,al,self
Al Dente,al-dente,self
Alacrity,alacrity,self
aladin,aladin,self
ALAGUF,alaguf,self
alambik,alambik,self
alan,alan,self
Alan's dead fish,alan-s-dead-fish,self
Alarm Clock Radio,alarm-clock-radio,self
alba,alba,self
Albabet,albabet,self
Albanian Laundry Machine,albanian-laundry-machine,self
albatross,albatross,self
Alchemist,alchemist,self
Alchemy,alchemy,self
alcor,alcor,self
aldat,aldat,self
aldes,aldes,self
aldor,aldor,self
aldwych,aldwych,self
ale,ale,self
alec,alec,self
alef,alef,self
ALEFL,alefl,self
alembic,alembic,self
aleph,aleph,self
$$Aleph 0x1111111100000001.png,aleph-0x1111111100000001.png,self
Aleph-ZERO,aleph-zero,self
Alertbox,alertbox,self
Alex,alex,self
alf,alf,self
Alfie,alfie,self
alfred,alfred,self
algae,algae,self
Algebra (Archived),algebra-archived,self
Algebraic Brainfuck,algebraic-brainfuck,self
Algebraic Programming Language,algebraic-programming-language,self
algebraic-compiler,algebraic-compiler,self
algebraic-modeling-language,algebraic-modeling-language,self
algem,algem,self
algernon,algernon,self
algo,algo,self
algobox,algobox,self
algol,algol,self
algol-58,algol-58,self
algol-60,algol-60,self
algol-68,algol-68,self
algol-68-r,algol-68-r,self
algol-68-rt,algol-68-rt,self
algol-e,algol-e,self
algol-n,algol-n,self
algol-w,algol-w,self
algol-x,algol-x,self
AlgorE,algore,self
algy,algy,self
alice,alice,self
Alight,alight,self
ALIMBIHNN,alimbihnn,self
Aliquid,aliquid,self
Alisj,alisj,self
Alivefish,alivefish,self
Alivehyperfish,alivehyperfish,self
aljabr,aljabr,self
Alkmini,alkmini,self
ALL,all,self
AllChar,allchar,self
allegro-common-lisp,allegro-common-lisp,self
allo,allo,self
Alloy,alloy,self
ALLSCII,allscii,self
alma,alma,self
alma-0,alma-0,self
alma-007,alma-007,self
alma-o,alma-o,self
ALMBARC12YO,almbarc12yo,self
ALMFCPLIR,almfcplir,self
almir,almir,self
Almost Binary,almost-binary,self
almquist-shell,almquist-shell,self
alohanet,alohanet,self
Along and Across,along-and-across,self
alonzo,alonzo,self
alpaca,alpaca,self
alpak,alpak,self
Alpha,alpha,self
alpha-programming-language,alpha-programming-language,self
Alphab,alphab,self
alphabasic,alphabasic,self
AlPhAbEt,alphabet,self
Alphabet letters,alphabet-letters,self
Alphabet Stew,alphabet-stew,self
AlphaBeta,alphabeta,self
Alphabetack,alphabetack,self
Alphabetti spaghetti,alphabetti-spaghetti,self
Alphabrain,alphabrain,self
Alphalang,alphalang,self
Alphamation,alphamation,self
alphapop,alphapop,self
Alphaprint,alphaprint,self
alphard,alphard,self
alphard-programming-language,alphard-programming-language,self
Alphaton,alphaton,self
Alphuck,alphuck,self
alpine-abuild,alpine-abuild,self
ALPL,alpl,self
alps,alps,self
ALT-4,alt-4,self
altac,altac,self
altair-basic,altair-basic,self
altibase,altibase,self
altium,altium-designer,linguist
Altium Designer,altium-designer,self
altran,altran,self
aluasm,aluasm,self
alumina,alumina,self
ALWCIDFEC,alwcidfec,self
Am I?,am-i,self
amalthea,amalthea,self
amanda,amanda,self
amazon-dynamodb,amazon-dynamodb,self
amazon-rds,amazon-rds,self
amber,amber,self
amber-lang,amber-lang,self
ambienttalk,ambienttalk,self
ambit,ambit,self
ambit-g,ambit-g,self
ambit-l,ambit-l,self
AmBored,ambored,self
AmBored++,ambored-plus-plus,self
ambush,ambush,self
Amelia,amelia,self
Amethyst,amethyst,self
amf,amf,self
amfm,adobe-font-metrics,linguist
AMiaBF’!?,amiabf,self
Amicus,amicus,self
amiga-e,amiga-e,self
amiga-programming-languages,amiga-programming-languages,self
amigabasic,amigabasic,self
Amino,amino,self
Amit,amit,self
AmitabhC,amitabhc,self
Amnesia,amnesia,self
AmogusScript,amogusscript,self
Among Us,among-us,self
AMONGUSISABIGSUSSYBAKAHAHAHAHAHATHISLANGUAGEISREALLYCOOLPLEASEUSEITMYLIFEDEPENDSONITORELSEPLSPLSPLSPLSPLSPLSPLSkahyghdfhm,amongusisabigsussybakahahahahahathislanguageisreallycoolpleaseuseitmylifedependsonitorelseplsplsplsplsplsplsplskahyghdfhm,self
amos,amos,self
Ampell,ampell,self
amperes-circuital-equation,amperes-circuital-equation,self
ampl,ampl,self
Ample,ample,self
amppl-i,amppl-i,self
amppl-ii,amppl-ii,self
amprnet,amprnet,self
amqp,amqp,self
amtran,amtran,self
amtran-70,amtran-70,self
Amtu,amtu,self
amulet,amulet,self
amusewiki,muse,linguist
Amycus,amycus,self
Amycus Severus,amycus-severus,self
An arch is simply a curve.,an-arch-is-simply-a-curve.,self
