rosettacode_name,rosettacode_url
Argile,https://rosettacode.org/wiki/Argile
Aria,https://rosettacode.org/wiki/Aria
ARM Assembly,https://rosettacode.org/wiki/ARM_Assembly
AspectC++,https://rosettacode.org/wiki/AspectC%2B%2B
Atari BASIC,https://rosettacode.org/wiki/Atari_BASIC
Autohotkey V2,https://rosettacode.org/wiki/Autohotkey_V2
AutoHotKey V2,https://rosettacode.org/wiki/AutoHotKey_V2
Axe,https://rosettacode.org/wiki/Axe
Axum,https://rosettacode.org/wiki/Axum
Ayrch,https://rosettacode.org/wiki/Ayrch
B4J,https://rosettacode.org/wiki/B4J
BabyCobol,https://rosettacode.org/wiki/BabyCobol
BaCon,https://rosettacode.org/wiki/BaCon
Bait,https://rosettacode.org/wiki/Bait
Bas,https://rosettacode.org/wiki/Bas
Batari Basic,https://rosettacode.org/wiki/Batari_Basic
BBC BASIC,https://rosettacode.org/wiki/BBC_BASIC
Beads,https://rosettacode.org/wiki/Beads
Berkeley Logo,https://rosettacode.org/wiki/Berkeley_Logo
Blast,https://rosettacode.org/wiki/Blast
BootBASIC,https://rosettacode.org/wiki/BootBASIC
Bori,https://rosettacode.org/wiki/Bori
Brace,https://rosettacode.org/wiki/Brace
Bracmat,https://rosettacode.org/wiki/Bracmat
Brat,https://rosettacode.org/wiki/Brat
Brlcad,https://rosettacode.org/wiki/Brlcad
C++/CLI,https://rosettacode.org/wiki/C%2B%2B/CLI
C Shell,https://rosettacode.org/wiki/C_Shell
C0H,https://rosettacode.org/wiki/C0H
C1R,https://rosettacode.org/wiki/C1R
Casio BASIC,https://rosettacode.org/wiki/Casio_BASIC
CB80,https://rosettacode.org/wiki/CB80
Cduce,https://rosettacode.org/wiki/Cduce
Cherrycake,https://rosettacode.org/wiki/Cherrycake
Cilk++,https://rosettacode.org/wiki/Cilk%2B%2B
Cind,https://rosettacode.org/wiki/Cind
Clio,https://rosettacode.org/wiki/Clio
Clipper/XBase++,https://rosettacode.org/wiki/Clipper/XBase%2B%2B
Colun,https://rosettacode.org/wiki/Colun
Computer/zero Assembly,https://rosettacode.org/wiki/Computer/zero_Assembly
ContextFree,https://rosettacode.org/wiki/ContextFree
Convex,https://rosettacode.org/wiki/Convex
Cowgol,https://rosettacode.org/wiki/Cowgol
Craft Basic,https://rosettacode.org/wiki/Craft_Basic
Cubescript,https://rosettacode.org/wiki/Cubescript
Curto,https://rosettacode.org/wiki/Curto
Dao,https://rosettacode.org/wiki/Dao
DBL,https://rosettacode.org/wiki/DBL
DDNC,https://rosettacode.org/wiki/DDNC
Déjà Vu,https://rosettacode.org/wiki/D%C3%A9j%C3%A0_Vu
Deluge,https://rosettacode.org/wiki/Deluge
DeviousYarn,https://rosettacode.org/wiki/DeviousYarn
DIBOL-11,https://rosettacode.org/wiki/DIBOL-11
Diego,https://rosettacode.org/wiki/Diego
Diesel,https://rosettacode.org/wiki/Diesel
DIV Games Studio,https://rosettacode.org/wiki/DIV_Games_Studio
DMS,https://rosettacode.org/wiki/DMS
Dodo0,https://rosettacode.org/wiki/Dodo0
Draco,https://rosettacode.org/wiki/Draco
Dragonstone,https://rosettacode.org/wiki/Dragonstone
DreamBerd,https://rosettacode.org/wiki/DreamBerd
Dt,https://rosettacode.org/wiki/Dt
DuckDB,https://rosettacode.org/wiki/DuckDB
Dyalect,https://rosettacode.org/wiki/Dyalect
Dylan.NET,https://rosettacode.org/wiki/Dylan.NET
EasyLang,https://rosettacode.org/wiki/EasyLang
EchoLisp,https://rosettacode.org/wiki/EchoLisp
Ecstasy,https://rosettacode.org/wiki/Ecstasy
Ed,https://rosettacode.org/wiki/Ed
EDSAC order code,https://rosettacode.org/wiki/EDSAC_order_code
Eero,https://rosettacode.org/wiki/Eero
Efene,https://rosettacode.org/wiki/Efene
Ela,https://rosettacode.org/wiki/Ela
ElastiC,https://rosettacode.org/wiki/ElastiC
Elisa,https://rosettacode.org/wiki/Elisa
ELLA,https://rosettacode.org/wiki/ELLA
EMal,https://rosettacode.org/wiki/EMal
Epoxy,https://rosettacode.org/wiki/Epoxy
ERRE,https://rosettacode.org/wiki/ERRE
Es,https://rosettacode.org/wiki/Es
ESQL,https://rosettacode.org/wiki/ESQL
Evaldraw,https://rosettacode.org/wiki/Evaldraw
Excel,https://rosettacode.org/wiki/Excel
Extended BrainF***,https://rosettacode.org/wiki/Extended_BrainF%2A%2A%2A
Extended Color BASIC,https://rosettacode.org/wiki/Extended_Color_BASIC
Fan,https://rosettacode.org/wiki/Fan
FBSL,https://rosettacode.org/wiki/FBSL
FeatureC++,https://rosettacode.org/wiki/FeatureC%2B%2B
Fermat,https://rosettacode.org/wiki/Fermat
Fexl,https://rosettacode.org/wiki/Fexl
Fhidwfe,https://rosettacode.org/wiki/Fhidwfe
FLORA-2,https://rosettacode.org/wiki/FLORA-2
Florid,https://rosettacode.org/wiki/Florid
FormulaOne,https://rosettacode.org/wiki/FormulaOne
FPI,https://rosettacode.org/wiki/FPI
Free Pascal,https://rosettacode.org/wiki/Free_Pascal
FreeMat,https://rosettacode.org/wiki/FreeMat
Friendly interactive shell,https://rosettacode.org/wiki/Friendly_interactive_shell
FRISC Assembly,https://rosettacode.org/wiki/FRISC_Assembly
FTCBASIC,https://rosettacode.org/wiki/FTCBASIC
FuncSug,https://rosettacode.org/wiki/FuncSug
Furor,https://rosettacode.org/wiki/Furor
FurryScript,https://rosettacode.org/wiki/FurryScript
FUZE BASIC,https://rosettacode.org/wiki/FUZE_BASIC
Gastona,https://rosettacode.org/wiki/Gastona
GB BASIC,https://rosettacode.org/wiki/GB_BASIC
Genyris,https://rosettacode.org/wiki/Genyris
GFA Basic,https://rosettacode.org/wiki/GFA_Basic
Glagol,https://rosettacode.org/wiki/Glagol
Glee,https://rosettacode.org/wiki/Glee
Global Script,https://rosettacode.org/wiki/Global_Script
GlovePIE,https://rosettacode.org/wiki/GlovePIE
Goaldi,https://rosettacode.org/wiki/Goaldi
Goboscript,https://rosettacode.org/wiki/Goboscript
Goo,https://rosettacode.org/wiki/Goo
Gri,https://rosettacode.org/wiki/Gri
Guish,https://rosettacode.org/wiki/Guish
GUISS,https://rosettacode.org/wiki/GUISS
Halon,https://rosettacode.org/wiki/Halon
Hexiscript,https://rosettacode.org/wiki/Hexiscript
HicEst,https://rosettacode.org/wiki/HicEst
HPPPL,https://rosettacode.org/wiki/HPPPL
Imp77,https://rosettacode.org/wiki/Imp77
Inform 6,https://rosettacode.org/wiki/Inform_6
Informix 4GL,https://rosettacode.org/wiki/Informix_4GL
IPL Loader Config,https://rosettacode.org/wiki/IPL_Loader_Config
IS-BASIC,https://rosettacode.org/wiki/IS-BASIC
IWBASIC,https://rosettacode.org/wiki/IWBASIC
Jabaco,https://rosettacode.org/wiki/Jabaco
Jack,https://rosettacode.org/wiki/Jack
Jacquard Loom,https://rosettacode.org/wiki/Jacquard_Loom
Jactl,https://rosettacode.org/wiki/Jactl
JAMES II/Rule-based Cellular Automata,https://rosettacode.org/wiki/JAMES_II/Rule-based_Cellular_Automata
JoCaml,https://rosettacode.org/wiki/JoCaml
JScript.NET,https://rosettacode.org/wiki/JScript.NET
JSE,https://rosettacode.org/wiki/JSE
Jsish,https://rosettacode.org/wiki/Jsish
Kabap,https://rosettacode.org/wiki/Kabap
Kamailio Script,https://rosettacode.org/wiki/Kamailio_Script
Kantalo,https://rosettacode.org/wiki/Kantalo
KAP,https://rosettacode.org/wiki/KAP
Kaya,https://rosettacode.org/wiki/Kaya
KeyList Databasing,https://rosettacode.org/wiki/KeyList_Databasing
Kite,https://rosettacode.org/wiki/Kite
Klingphix,https://rosettacode.org/wiki/Klingphix
Komodo,https://rosettacode.org/wiki/Komodo
KQL,https://rosettacode.org/wiki/KQL
Ksh,https://rosettacode.org/wiki/Ksh
L++,https://rosettacode.org/wiki/L%2B%2B
L.in.oleum,https://rosettacode.org/wiki/L.in.oleum
Lambdatalk,https://rosettacode.org/wiki/Lambdatalk
Lang5,https://rosettacode.org/wiki/Lang5
Languages by Feature,https://rosettacode.org/wiki/Languages_by_Feature
Langur,https://rosettacode.org/wiki/Langur
Lapyst,https://rosettacode.org/wiki/Lapyst
Latitude,https://rosettacode.org/wiki/Latitude
LC2200 Assembly,https://rosettacode.org/wiki/LC2200_Assembly
LC3 Assembly,https://rosettacode.org/wiki/LC3_Assembly
Leon,https://rosettacode.org/wiki/Leon
Lhogho,https://rosettacode.org/wiki/Lhogho
LibreOffice Basic,https://rosettacode.org/wiki/LibreOffice_Basic
Little Man Computer,https://rosettacode.org/wiki/Little_Man_Computer
LLP,https://rosettacode.org/wiki/LLP
Loglan82,https://rosettacode.org/wiki/Loglan82
Lolli,https://rosettacode.org/wiki/Lolli
Lotus 123 Macro Scripting,https://rosettacode.org/wiki/Lotus_123_Macro_Scripting
Lout,https://rosettacode.org/wiki/Lout
LSE64,https://rosettacode.org/wiki/LSE64
LSTS,https://rosettacode.org/wiki/LSTS
Luck,https://rosettacode.org/wiki/Luck
Lychen,https://rosettacode.org/wiki/Lychen
M2000 Interpreter,https://rosettacode.org/wiki/M2000_Interpreter
M680x0,https://rosettacode.org/wiki/M680x0
MathCortex,https://rosettacode.org/wiki/MathCortex
Mathprog,https://rosettacode.org/wiki/Mathprog
MBS,https://rosettacode.org/wiki/MBS
ME10 macro,https://rosettacode.org/wiki/ME10_macro
MelonBasic,https://rosettacode.org/wiki/MelonBasic
MGS,https://rosettacode.org/wiki/MGS
Mia,https://rosettacode.org/wiki/Mia
Microsoft Small Basic,https://rosettacode.org/wiki/Microsoft_Small_Basic
Minimal BASIC,https://rosettacode.org/wiki/Minimal_BASIC
MiniScript,https://rosettacode.org/wiki/MiniScript
MIPS Assembly,https://rosettacode.org/wiki/MIPS_Assembly
MIRC Scripting Language,https://rosettacode.org/wiki/MIRC_Scripting_Language
Mirelle,https://rosettacode.org/wiki/Mirelle
ML/I,https://rosettacode.org/wiki/ML/I
Mn,https://rosettacode.org/wiki/Mn
Monicelli,https://rosettacode.org/wiki/Monicelli
MontiLang,https://rosettacode.org/wiki/MontiLang
MoonRock,https://rosettacode.org/wiki/MoonRock
MPIF90,https://rosettacode.org/wiki/MPIF90
MSX Basic,https://rosettacode.org/wiki/MSX_Basic
MyrtleScript,https://rosettacode.org/wiki/MyrtleScript
Mython,https://rosettacode.org/wiki/Mython
N/t/roff,https://rosettacode.org/wiki/N/t/roff
Nanoquery,https://rosettacode.org/wiki/Nanoquery
Nascom BASIC,https://rosettacode.org/wiki/Nascom_BASIC
Night,https://rosettacode.org/wiki/Night
Niue,https://rosettacode.org/wiki/Niue
NLP++,https://rosettacode.org/wiki/NLP%2B%2B
Nom,https://rosettacode.org/wiki/Nom
NOWUT,https://rosettacode.org/wiki/NOWUT
NQP,https://rosettacode.org/wiki/NQP
NS-HUBASIC,https://rosettacode.org/wiki/NS-HUBASIC
Nutt,https://rosettacode.org/wiki/Nutt
OASYS,https://rosettacode.org/wiki/OASYS
OASYS Assembler,https://rosettacode.org/wiki/OASYS_Assembler
Oberon-07,https://rosettacode.org/wiki/Oberon-07
Objeck,https://rosettacode.org/wiki/Objeck
Object Pascal Implementations,https://rosettacode.org/wiki/Object_Pascal_Implementations
ObjectIcon,https://rosettacode.org/wiki/ObjectIcon
Ol,https://rosettacode.org/wiki/Ol
Onyx (wasm),https://rosettacode.org/wiki/Onyx_%28wasm%29
OOCalc,https://rosettacode.org/wiki/OOCalc
OoRexx,https://rosettacode.org/wiki/OoRexx
OpenC++,https://rosettacode.org/wiki/OpenC%2B%2B
OpenEdge/Progress,https://rosettacode.org/wiki/OpenEdge/Progress
Owl Lisp,https://rosettacode.org/wiki/Owl_Lisp
OxygenBasic,https://rosettacode.org/wiki/OxygenBasic
Palo Alto Tiny BASIC,https://rosettacode.org/wiki/Palo_Alto_Tiny_BASIC
Panda,https://rosettacode.org/wiki/Panda
Panoramic,https://rosettacode.org/wiki/Panoramic
ParaCL,https://rosettacode.org/wiki/ParaCL
Pare,https://rosettacode.org/wiki/Pare
PARI/GP,https://rosettacode.org/wiki/PARI/GP
Pascal-P,https://rosettacode.org/wiki/Pascal-P
PDP-11 Assembly,https://rosettacode.org/wiki/PDP-11_Assembly
Peloton,https://rosettacode.org/wiki/Peloton
Pentium Assembly,https://rosettacode.org/wiki/Pentium_Assembly
PepsiScript,https://rosettacode.org/wiki/PepsiScript
Peri,https://rosettacode.org/wiki/Peri
Perl 6,https://rosettacode.org/wiki/Perl_6
Perl5i,https://rosettacode.org/wiki/Perl5i
Peylang,https://rosettacode.org/wiki/Peylang
Phix,https://rosettacode.org/wiki/Phix
Phixmonti,https://rosettacode.org/wiki/Phixmonti
PHL,https://rosettacode.org/wiki/PHL
Pico-8,https://rosettacode.org/wiki/Pico-8
Pixilang,https://rosettacode.org/wiki/Pixilang
PL/0,https://rosettacode.org/wiki/PL/0
PL/B,https://rosettacode.org/wiki/PL/B
PL/I,https://rosettacode.org/wiki/PL/I
PL/I-80,https://rosettacode.org/wiki/PL/I-80
PL/M,https://rosettacode.org/wiki/PL/M
PL/SQL,https://rosettacode.org/wiki/PL/SQL
PlainTeX,https://rosettacode.org/wiki/PlainTeX
Plan,https://rosettacode.org/wiki/Plan
Pluto,https://rosettacode.org/wiki/Pluto
PLZ/SYS,https://rosettacode.org/wiki/PLZ/SYS
Polyglot:PL/I and PL/M,https://rosettacode.org/wiki/Polyglot%3APL/I_and_PL/M
Pop11,https://rosettacode.org/wiki/Pop11
PowerPC Assembly,https://rosettacode.org/wiki/PowerPC_Assembly
PPL,https://rosettacode.org/wiki/PPL
Processing Python mode,https://rosettacode.org/wiki/Processing_Python_mode
Processing.R,https://rosettacode.org/wiki/Processing.R
ProDOS,https://rosettacode.org/wiki/ProDOS
Prog8,https://rosettacode.org/wiki/Prog8
ProgressBASIC,https://rosettacode.org/wiki/ProgressBASIC
PSQL,https://rosettacode.org/wiki/PSQL
Purity,https://rosettacode.org/wiki/Purity
Qi,https://rosettacode.org/wiki/Qi
QL SuperBASIC,https://rosettacode.org/wiki/QL_SuperBASIC
Quackery,https://rosettacode.org/wiki/Quackery
Quill,https://rosettacode.org/wiki/Quill
Quite BASIC,https://rosettacode.org/wiki/Quite_BASIC
Raven,https://rosettacode.org/wiki/Raven
Retro,https://rosettacode.org/wiki/Retro
Rhope,https://rosettacode.org/wiki/Rhope
Rhovas,https://rosettacode.org/wiki/Rhovas
RISC-V Assembly,https://rosettacode.org/wiki/RISC-V_Assembly
RLSL,https://rosettacode.org/wiki/RLSL
RPGIV,https://rosettacode.org/wiki/RPGIV
RPL/2,https://rosettacode.org/wiki/RPL/2
RTL/2,https://rosettacode.org/wiki/RTL/2
RTSL,https://rosettacode.org/wiki/RTSL
Rubylog,https://rosettacode.org/wiki/Rubylog
Run BASIC,https://rosettacode.org/wiki/Run_BASIC
Salmon,https://rosettacode.org/wiki/Salmon
SapbotVM,https://rosettacode.org/wiki/SapbotVM
Sass/SCSS,https://rosettacode.org/wiki/Sass/SCSS
ScratchScript,https://rosettacode.org/wiki/ScratchScript
Script3D,https://rosettacode.org/wiki/Script3D
Setl4,https://rosettacode.org/wiki/Setl4
Shale,https://rosettacode.org/wiki/Shale
Shiny,https://rosettacode.org/wiki/Shiny
Sidef,https://rosettacode.org/wiki/Sidef
SimpleCode,https://rosettacode.org/wiki/SimpleCode
SimpleLang,https://rosettacode.org/wiki/SimpleLang
SIMPOL,https://rosettacode.org/wiki/SIMPOL
Sinclair ZX81 BASIC,https://rosettacode.org/wiki/Sinclair_ZX81_BASIC
Sing,https://rosettacode.org/wiki/Sing
Slate,https://rosettacode.org/wiki/Slate
Smart BASIC,https://rosettacode.org/wiki/Smart_BASIC
SMEQL,https://rosettacode.org/wiki/SMEQL
SmileBASIC,https://rosettacode.org/wiki/SmileBASIC
Soar,https://rosettacode.org/wiki/Soar
Soda,https://rosettacode.org/wiki/Soda
SoneKing Assembly,https://rosettacode.org/wiki/SoneKing_Assembly
SPAD,https://rosettacode.org/wiki/SPAD
SPARC Assembly,https://rosettacode.org/wiki/SPARC_Assembly
SparForte,https://rosettacode.org/wiki/SparForte
Sparkling,https://rosettacode.org/wiki/Sparkling
SQL PL,https://rosettacode.org/wiki/SQL_PL
SSEM,https://rosettacode.org/wiki/SSEM
Superbase BASIC,https://rosettacode.org/wiki/Superbase_BASIC
Supernova,https://rosettacode.org/wiki/Supernova
Swahili,https://rosettacode.org/wiki/Swahili
Symsyn,https://rosettacode.org/wiki/Symsyn
Tailspin,https://rosettacode.org/wiki/Tailspin
TAV,https://rosettacode.org/wiki/TAV
Tbas,https://rosettacode.org/wiki/Tbas
TechBASIC,https://rosettacode.org/wiki/TechBASIC
Thistle,https://rosettacode.org/wiki/Thistle
TI BASIC,https://rosettacode.org/wiki/TI_BASIC
TI SR-56,https://rosettacode.org/wiki/TI_SR-56
TI-57,https://rosettacode.org/wiki/TI-57
TI-83 BASIC,https://rosettacode.org/wiki/TI-83_BASIC
TI-83 Hex Assembly,https://rosettacode.org/wiki/TI-83_Hex_Assembly
TI-89 BASIC,https://rosettacode.org/wiki/TI-89_BASIC
Tiny BASIC,https://rosettacode.org/wiki/Tiny_BASIC
Tobbisk,https://rosettacode.org/wiki/Tobbisk
Toka,https://rosettacode.org/wiki/Toka
TorqueScript,https://rosettacode.org/wiki/TorqueScript
TPP,https://rosettacode.org/wiki/TPP
Transd,https://rosettacode.org/wiki/Transd
TransFORTH,https://rosettacode.org/wiki/TransFORTH
Trith,https://rosettacode.org/wiki/Trith
TRS-80 BASIC,https://rosettacode.org/wiki/TRS-80_BASIC
True BASIC,https://rosettacode.org/wiki/True_BASIC
TSE SAL,https://rosettacode.org/wiki/TSE_SAL
Typed Racket,https://rosettacode.org/wiki/Typed_Racket
Ultimate++,https://rosettacode.org/wiki/Ultimate%2B%2B
UNIX Shell,https://rosettacode.org/wiki/UNIX_Shell
UnixPipes,https://rosettacode.org/wiki/UnixPipes
Ursa,https://rosettacode.org/wiki/Ursa
Ursala,https://rosettacode.org/wiki/Ursala
Ursalang,https://rosettacode.org/wiki/Ursalang
UserRPL,https://rosettacode.org/wiki/UserRPL
UTFool,https://rosettacode.org/wiki/UTFool
உயிர்/Uyir,https://rosettacode.org/wiki/%E0%AE%89%E0%AE%AF%E0%AE%BF%E0%AE%B0%E0%AF%8D/Uyir
V (Vlang),https://rosettacode.org/wiki/V_%28Vlang%29
VAX Assembly,https://rosettacode.org/wiki/VAX_Assembly
Vedit macro language,https://rosettacode.org/wiki/Vedit_macro_language
Verbexx,https://rosettacode.org/wiki/Verbexx
Viua VM assembly,https://rosettacode.org/wiki/Viua_VM_assembly
Vorpal,https://rosettacode.org/wiki/Vorpal
Vox,https://rosettacode.org/wiki/Vox
VTL-2,https://rosettacode.org/wiki/VTL-2
WDTE,https://rosettacode.org/wiki/WDTE
Woma,https://rosettacode.org/wiki/Woma
Wortel,https://rosettacode.org/wiki/Wortel
Wrapl,https://rosettacode.org/wiki/Wrapl
X86 Assembly,https://rosettacode.org/wiki/X86_Assembly
X86-64 Assembly,https://rosettacode.org/wiki/X86-64_Assembly
Xanadu,https://rosettacode.org/wiki/Xanadu
XBS,https://rosettacode.org/wiki/XBS
XLISP,https://rosettacode.org/wiki/XLISP
XPath 2.0,https://rosettacode.org/wiki/XPath_2.0
XSLT 1.0,https://rosettacode.org/wiki/XSLT_1.0
XSLT 2.0,https://rosettacode.org/wiki/XSLT_2.0
XTalk,https://rosettacode.org/wiki/XTalk
XUL,https://rosettacode.org/wiki/XUL
Ya,https://rosettacode.org/wiki/Ya
YAMLScript,https://rosettacode.org/wiki/YAMLScript
Z80 Assembly,https://rosettacode.org/wiki/Z80_Assembly
Zen C,https://rosettacode.org/wiki/Zen_C
Zkl,https://rosettacode.org/wiki/Zkl
Zoea,https://rosettacode.org/wiki/Zoea
Zoea Visual,https://rosettacode.org/wiki/Zoea_Visual
Zoomscript,https://rosettacode.org/wiki/Zoomscript
ZX Spectrum Basic,https://rosettacode.org/wiki/ZX_Spectrum_Basic
