lang_id,canonical_name,source_flags,types,extensions,first_appeared,homepage,paradigms,typing,designed_by,influenced_by,hello_world,linguist_key,evidence_urls,notes,in_pldb,in_linguist,in_wikipedia,in_esolang,has_extensions,has_paradigm,has_typing,has_hello_world,source_count,alias_count,hyperpolyglot_name,in_hyperpolyglot,hp_type,hp_group,hp_color,pygments_name,in_pygments,pygments_module,pygments_class,pygments_aliases,pygments_filenames,pygments_mimetypes,in_rosettacode,rosettacode_name,rosettacode_url,rosettacode_summary,rosettacode_tasks_count
id-d2193eb3,"(,)",esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-b1528e3b,(?!),esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-e7064f0b,),esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-67f69ef0,):,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-df58248c,*,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-cf4460b0,*$@(^$)!,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-36c3eaa0,***,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-5c10b5b2,",",esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-54cb765d,",()",esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-e7d4683b,",,,",esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-42099b4a,/,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-c64b8480,///,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-2d14ab97,;,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-6aade5a8,; ;;,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-b8354ba4,;;;,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-21606782,=,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9f64d1d4,=?,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-5bab61eb,?,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-59c2264c,?!,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-2d86c2a6,???,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-3b93fd2d,????,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9a782114,@,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-08534f33,\,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9d7df07c,\/,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-edd45bec,\\\,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-5e6f80a3,^,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9653a731,^!,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9196ed2b,^中文,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-7e15bb5c,`,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-222b2b4a,``,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-fb3c6e4d,~,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-a3403039,~~¨л,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-a266ead7,¢%,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-010399e8,¥́,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-55cabfac,¯\,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-52c7b98e,¯\ (ツ) /¯,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-4c2077d1,±,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-1b989a74,¿,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-495242db,Ð,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-4c959944,Ø,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-e73104ea,ʘ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-01fb82b5,̐,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-ba10cd97,Γιάαααααααααααααααααααααααααααα,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-a6a9fee2,Ζτ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-f09ef07c,ΙΧΘΥΣ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-4bd3857e,Λ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-72798c99,Λάμβδα,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-0704404f,Λιμπ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-637da0c3,Λλλ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-f2515e9f,Λ⁁,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-15b7b338,Μ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-319ba86c,ΞΘΔΦΩ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-c01267c1,Ξν,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-0600a515,Π,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-8ee43153,Σ∞,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-4bf81d54,Φ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-f578ae8b,Ебаное дерьмо,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-80a90b94,Марковский,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-ca75e189,Мне с тобою так повезло,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-a0f5b9a1,Монгол хэл,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-0cb46a2e,Собачка,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-a2014496,Тест на терпение,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-a3884395,Хязгаар,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-84def688,Юᓂ곧⎔,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9faf55ee,׀│,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-de457642,ערימה,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9970632f,العربية,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-82f1b4b7,قلب,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-2478e831,అంతులేనిబైనరీలు,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-11106d87,ಠ ಠ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-8d43548c,ඞ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-4f887d34,ᚱᚢᚾᛅᛦ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-f19e5815,‰,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-ca678a9a,′,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-c194291d,›*&«&^,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-4e2c37e7,⁠,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-83fc867a,€,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-2e0d4618,Ⅎ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-a0dab239,Ↄ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-8179643c,←,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-213edd25,→,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-39950531,↡,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-cd7b1f2b,∆,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-fd7d8c4c,∇,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-38f64525,∞,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-f120f64b,⊗,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-4dc3afe5,⊥,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-025d44bd,█,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-4dd4584e,▓,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-e4a9a116,■,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-d195189f,○,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-02b4ebd4,●,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-a11768e9,◧◨,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9ede96ac,◼,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-26861373,☃,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-ece14b53,☭,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-ef524aa7,✏,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-d0a836b9,⦿⚚♆⚧⟁⌬⚶⟆⚡⟴⚘⍟⚕⧏⚜⫷⚡⌛⍨⚭⟊⚳⦾⏁⚋⟾⚬,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-8a05946b,⫵,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-ecf4dcd1,〵䅂ㅅ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-77447a7f,ごぼうとにんじん炒めたやつ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-6cab774f,ぬいぐるみアート,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9edcb726,ㄅㄆㄇㄈㄉㄊㄋㄌ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-f3a28a95,䩥汬礀,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-01c498a5,一丁丂七丄丅丆万丈三上下丌不与丏丐丑丒专且丕世丗丘丙业丛东丝丞丟丠両丢丣两严並丧丨丩个丫丬中丮丯丰丱串丳临丵丶丷丸丹为主丼丽举丿乀乁乂乃乄久乆乇么义乊之乌乍乎乏,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-7be2d2d2,中文,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-fc48bde3,中文（简体，中国大陆）,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-b83a3a7d,中文（繁體，台灣）,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-499e5d1f,元旦,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-b957c5a5,勿忘国耻,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-e380840b,只因你太美,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9c7753fb,哮,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-f56d1771,啊！,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-7fc14f41,嘭！哐！叮！呲！咣！,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-1c102ae6,噹硡氀,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-786d2af5,坑,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-21ea0d16,大白话,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-bc23da1e,大香蕉,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-582c5006,字,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-acfd624c,干！,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
