lang_id,canonical_name,source_flags,types,extensions,first_appeared,homepage,paradigms,typing,designed_by,influenced_by,hello_world,linguist_key,evidence_urls,notes,in_pldb,in_linguist,in_wikipedia,in_esolang,esolang_url,has_extensions,has_paradigm,has_typing,has_hello_world,source_count,alias_count,hyperpolyglot_name,in_hyperpolyglot,hp_type,hp_group,hp_color,pygments_name,in_pygments,pygments_module,pygments_class,pygments_aliases,pygments_filenames,pygments_mimetypes,in_rosettacode,rosettacode_name,rosettacode_url,rosettacode_summary,rosettacode_tasks_count
id-2b2bf58d,$!,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%24%21,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-7c4d3378,&,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%26,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-28ed3a79,(,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%28,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-fcc44c6b,( ),esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%28_%29,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-3f9be36f,((,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%28%28,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-aa75362b,(()),esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%28%28%29%29,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-7f65b96d,((?)?)?,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%28%28%3F%29%3F%29%3F,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-f9065fa7,(),esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%28%29,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-d11d7c18,()()(()),esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%28%29%28%29%28%28%29%29,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-373c7648,(*),esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%28%2A%29,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-7f69580c,"(,!)",esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%28%2C%21%29,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-d2193eb3,"(,)",esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%28%2C%29,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-b1528e3b,(?!),esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%28%3F%21%29,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-e7064f0b,),esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%29,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-67f69ef0,):,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%29%3A,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-df58248c,*,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%2A,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-cf4460b0,*$@(^$)!,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%2A%24%40%28%5E%24%29%21,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-36c3eaa0,***,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%2A%2A%2A,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-5c10b5b2,",",esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%2C,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-54cb765d,",()",esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%2C%28%29,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-e7d4683b,",,,",esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%2C%2C%2C,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-42099b4a,/,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%2F,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-c64b8480,///,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%2F%2F%2F,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-2d14ab97,;,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%3B,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-6aade5a8,; ;;,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%3B_%3B%3B,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-b8354ba4,;;;,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%3B%3B%3B,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-21606782,=,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%3D,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9f64d1d4,=?,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%3D%3F,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-5bab61eb,?,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%3F,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-59c2264c,?!,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%3F%21,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-2d86c2a6,???,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%3F%3F%3F,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-3b93fd2d,????,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%3F%3F%3F%3F,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9a782114,@,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%40,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-08534f33,\,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%5C,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9d7df07c,\/,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%5C%2F,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-edd45bec,\\\,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%5C%5C%5C,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-5e6f80a3,^,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%5E,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9653a731,^!,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%5E%21,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9196ed2b,^中文,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%5E%E4%B8%AD%E6%96%87,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-7e15bb5c,`,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%60,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-222b2b4a,``,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%60%60,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-fb3c6e4d,~,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/~,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-a3403039,~~¨л,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/~~%C2%A8%D0%BB,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-a266ead7,¢%,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%C2%A2%25,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-010399e8,¥́,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%C2%A5%CC%81,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-55cabfac,¯\,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%C2%AF%5C,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-52c7b98e,¯\ (ツ) /¯,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%C2%AF%5C_%28%E3%83%84%29_%2F%C2%AF,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-4c2077d1,±,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%C2%B1,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-1b989a74,¿,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%C2%BF,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-495242db,Ð,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%C3%90,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-4c959944,Ø,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%C3%98,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-e73104ea,ʘ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CA%98,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-01fb82b5,̐,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CC%90,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-ba10cd97,Γιάαααααααααααααααααααααααααααα,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CE%93%CE%B9%CE%AC%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-a6a9fee2,Ζτ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CE%96%CF%84,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-f09ef07c,ΙΧΘΥΣ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CE%99%CE%A7%CE%98%CE%A5%CE%A3,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-4bd3857e,Λ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CE%9B,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-72798c99,Λάμβδα,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CE%9B%CE%AC%CE%BC%CE%B2%CE%B4%CE%B1,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-0704404f,Λιμπ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CE%9B%CE%B9%CE%BC%CF%80,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-637da0c3,Λλλ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CE%9B%CE%BB%CE%BB,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-f2515e9f,Λ⁁,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CE%9B%E2%81%81,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-15b7b338,Μ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CE%9C,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-319ba86c,ΞΘΔΦΩ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CE%9E%CE%98%CE%94%CE%A6%CE%A9,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-c01267c1,Ξν,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CE%9E%CE%BD,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-0600a515,Π,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CE%A0,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-8ee43153,Σ∞,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CE%A3%E2%88%9E,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-4bf81d54,Φ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%CE%A6,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-f578ae8b,Ебаное дерьмо,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%D0%95%D0%B1%D0%B0%D0%BD%D0%BE%D0%B5_%D0%B4%D0%B5%D1%80%D1%8C%D0%BC%D0%BE,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-80a90b94,Марковский,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%D0%9C%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-ca75e189,Мне с тобою так повезло,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%D0%9C%D0%BD%D0%B5_%D1%81_%D1%82%D0%BE%D0%B1%D0%BE%D1%8E_%D1%82%D0%B0%D0%BA_%D0%BF%D0%BE%D0%B2%D0%B5%D0%B7%D0%BB%D0%BE,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-a0f5b9a1,Монгол хэл,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%D0%9C%D0%BE%D0%BD%D0%B3%D0%BE%D0%BB_%D1%85%D1%8D%D0%BB,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-0cb46a2e,Собачка,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%D0%A1%D0%BE%D0%B1%D0%B0%D1%87%D0%BA%D0%B0,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-a2014496,Тест на терпение,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%D0%A2%D0%B5%D1%81%D1%82_%D0%BD%D0%B0_%D1%82%D0%B5%D1%80%D0%BF%D0%B5%D0%BD%D0%B8%D0%B5,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-a3884395,Хязгаар,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%D0%A5%D1%8F%D0%B7%D0%B3%D0%B0%D0%B0%D1%80,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-84def688,Юᓂ곧⎔,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%D0%AE%E1%93%82%EA%B3%A7%E2%8E%94,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9faf55ee,׀│,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%D7%80%E2%94%82,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-de457642,ערימה,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%D7%A2%D7%A8%D7%99%D7%9E%D7%94,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-9970632f,العربية,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-82f1b4b7,قلب,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%D9%82%D9%84%D8%A8,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-2478e831,అంతులేనిబైనరీలు,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E0%B0%85%E0%B0%82%E0%B0%A4%E0%B1%81%E0%B0%B2%E0%B1%87%E0%B0%A8%E0%B0%BF%E0%B0%AC%E0%B1%88%E0%B0%A8%E0%B0%B0%E0%B1%80%E0%B0%B2%E0%B1%81,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-11106d87,ಠ ಠ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E0%B2%A0_%E0%B2%A0,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-8d43548c,ඞ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E0%B6%9E,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-4f887d34,ᚱᚢᚾᛅᛦ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E1%9A%B1%E1%9A%A2%E1%9A%BE%E1%9B%85%E1%9B%A6,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-f19e5815,‰,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E2%80%B0,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-ca678a9a,′,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E2%80%B2,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-c194291d,›*&«&^,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E2%80%BA%2A%26%C2%AB%26%5E,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-4e2c37e7,⁠,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E2%81%A0,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-83fc867a,€,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E2%82%AC,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-2e0d4618,Ⅎ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E2%84%B2,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-a0dab239,Ↄ,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E2%86%83,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-8179643c,←,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E2%86%90,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-213edd25,→,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E2%86%92,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-39950531,↡,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E2%86%A1,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-cd7b1f2b,∆,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E2%88%86,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-fd7d8c4c,∇,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E2%88%87,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-38f64525,∞,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E2%88%9E,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-f120f64b,⊗,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E2%8A%97,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
id-4dc3afe5,⊥,esolang,esolang,,,,,,,,False,,https://esolangs.org/wiki/Category:Languages,,False,False,False,True,https://esolangs.org/wiki/%E2%8A%A5,False,False,False,False,1,1,,False,,,,,False,,,,,,False,,,,0
