pl_id,sha1_git,sample_path,qualified_swhid,bare_swhid,rev_swhid,ori_swhid,cnt_known,rev_known,ori_known,all_known,checked_at
pl/ada,4454a4a7ca8066601fbee27cd5c27bdb34d45d88,samples/pl/ada/4454a4a7ca8066601fbee27cd5c27bdb34d45d88/metadata.json,swh:1:cnt:4454a4a7ca8066601fbee27cd5c27bdb34d45d88;origin=https://github.com/OS2World/DEV-SAMPLES-Ada-PowerAdaSOM;anchor=swh:1:rev:f4bfd87cb82679644c713515a591e96de375c530;path=/bindings/somdcprx.ada,swh:1:cnt:4454a4a7ca8066601fbee27cd5c27bdb34d45d88,swh:1:rev:f4bfd87cb82679644c713515a591e96de375c530,swh:1:ori:febf0e41c13d8ca3991f5f0ef1c94a6fde1c7d40,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/plantuml,cccd14a53dbd8800a234c79bf61251c5829d0d42,samples/pl/plantuml/cccd14a53dbd8800a234c79bf61251c5829d0d42/metadata.json,swh:1:cnt:cccd14a53dbd8800a234c79bf61251c5829d0d42;origin=https://github.com/928255095/MicroCommunity;anchor=swh:1:rev:074a0d6b7427960eba09b76c77d8df69ee5d4d2d;path=/OrderService/SpringApplicationStart.puml,swh:1:cnt:cccd14a53dbd8800a234c79bf61251c5829d0d42,swh:1:rev:074a0d6b7427960eba09b76c77d8df69ee5d4d2d,swh:1:ori:73aaeaae46c164af6e18c7cb8c5f6161dcf16286,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/plantuml,737749393ad3a528721f4a44a2629427bf934629,samples/pl/plantuml/737749393ad3a528721f4a44a2629427bf934629/metadata.json,swh:1:cnt:737749393ad3a528721f4a44a2629427bf934629;origin=https://github.com/urban-tep/DDF-SDD;anchor=swh:1:rev:999686e18fdfc503df488e8623d9acc5988bd789;path=/source/classes/class_terradue_1_1_service_model_1_1_ogc_1_1_ows_model_1_1_ows_context.iuml,swh:1:cnt:737749393ad3a528721f4a44a2629427bf934629,swh:1:rev:999686e18fdfc503df488e8623d9acc5988bd789,swh:1:ori:a5730c426af907e2d6b348ff91ba21ef6bea3112,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/plantuml,d36b623e27bfa820a2d638220edf35761c48dd25,samples/pl/plantuml/d36b623e27bfa820a2d638220edf35761c48dd25/metadata.json,swh:1:cnt:d36b623e27bfa820a2d638220edf35761c48dd25;origin=https://github.com/urban-tep/DDF-SDD;anchor=swh:1:rev:54f70a77af85d2cfe71289a3f277fb22b16df950;path=/source/namespaces/namespace_mono.iuml,swh:1:cnt:d36b623e27bfa820a2d638220edf35761c48dd25,swh:1:rev:54f70a77af85d2cfe71289a3f277fb22b16df950,swh:1:ori:a5730c426af907e2d6b348ff91ba21ef6bea3112,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/move,b93ed93443069a4cbb03c61f875dc2762f390a5e,samples/pl/move/b93ed93443069a4cbb03c61f875dc2762f390a5e/metadata.json,swh:1:cnt:b93ed93443069a4cbb03c61f875dc2762f390a5e;origin=https://github.com/fuhongxuelook/starswap-core;anchor=swh:1:rev:145f9651f44929b5f57a6786502bf762cfc5cfd0;path=/tests/testsuite/test/token_swap_test.move,swh:1:cnt:b93ed93443069a4cbb03c61f875dc2762f390a5e,swh:1:rev:145f9651f44929b5f57a6786502bf762cfc5cfd0,swh:1:ori:09b4ad1864dd3be63cd91b2cf5c475780752dd91,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/pascal,ef116707e31026d7f5c95a415b55a7cb1829cb67,samples/pl/pascal/ef116707e31026d7f5c95a415b55a7cb1829cb67/metadata.json,swh:1:cnt:ef116707e31026d7f5c95a415b55a7cb1829cb67;origin=https://github.com/stokito/jedicodeformat;anchor=swh:1:rev:9c1c3f6c705d89b57e6d9286eabbdca1c956a221;path=/CodeFormat/Jcf2/Ui/Settings/frReservedCapsSettings.dfm,swh:1:cnt:ef116707e31026d7f5c95a415b55a7cb1829cb67,swh:1:rev:9c1c3f6c705d89b57e6d9286eabbdca1c956a221,swh:1:ori:8960050031c313c538dc3873b713a330d3b2ae2d,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/pascal,b7aab49602c29c3ff2e545d6073c6b6d1f8e5647,samples/pl/pascal/b7aab49602c29c3ff2e545d6073c6b6d1f8e5647/metadata.json,swh:1:cnt:b7aab49602c29c3ff2e545d6073c6b6d1f8e5647;origin=https://github.com/exilon/QuickLib;anchor=swh:1:rev:57b6ce5fec77a25bf54e231bb0bdb83f828bf43f;path=/samples/fpc/QuickAppService/ConsoleAndService/MyServiceConsole.lpr,swh:1:cnt:b7aab49602c29c3ff2e545d6073c6b6d1f8e5647,swh:1:rev:57b6ce5fec77a25bf54e231bb0bdb83f828bf43f,swh:1:ori:96c747515852c7bf1fa082370823a0c1a56806c8,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/nsis,45a47699527d207feb84983557270f6aa45e42d5,samples/pl/nsis/45a47699527d207feb84983557270f6aa45e42d5/metadata.json,swh:1:cnt:45a47699527d207feb84983557270f6aa45e42d5;origin=https://github.com/ForNeVeR/pascalabcnet.cecil;anchor=swh:1:rev:e6e67c193c17759ee72a42dce8c2e98784b1ca3a;path=/ReleaseGenerators/sect_PascalABCParser.nsh,swh:1:cnt:45a47699527d207feb84983557270f6aa45e42d5,swh:1:rev:e6e67c193c17759ee72a42dce8c2e98784b1ca3a,swh:1:ori:f87bf85290681648a3732ddfd5f14fb21be3b964,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/prolog,dab8d49d5bf24b75ad32d4bae2775d536300e3ad,samples/pl/prolog/dab8d49d5bf24b75ad32d4bae2775d536300e3ad/metadata.json,swh:1:cnt:dab8d49d5bf24b75ad32d4bae2775d536300e3ad;origin=https://github.com/exercism/prolog;anchor=swh:1:rev:931d44cad86edbb5f630c6a08df8f5fe79bec52e;path=/exercises/practice/leap/leap_tests.plt,swh:1:cnt:dab8d49d5bf24b75ad32d4bae2775d536300e3ad,swh:1:rev:931d44cad86edbb5f630c6a08df8f5fe79bec52e,swh:1:ori:fdb35dec0fb3fc12a49a4f0eaf37ad85bac8e7d0,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/haml,b13d22832206a640c8c86405fccd77c96d930f45,samples/pl/haml/b13d22832206a640c8c86405fccd77c96d930f45/metadata.json,swh:1:cnt:b13d22832206a640c8c86405fccd77c96d930f45;origin=https://github.com/jbossorg/bootstrap-community;anchor=swh:1:rev:992f597ad8213af535eaf3601a94119c965d138c;path=/leftcol-jumbotron.html.haml,swh:1:cnt:b13d22832206a640c8c86405fccd77c96d930f45,swh:1:rev:992f597ad8213af535eaf3601a94119c965d138c,swh:1:ori:e4269d4f171b501bfa2f384506e31e53003ff1ba,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/shaderlab,0e1d66248b50ecf9234f421147102e40487c394e,samples/pl/shaderlab/0e1d66248b50ecf9234f421147102e40487c394e/metadata.json,swh:1:cnt:0e1d66248b50ecf9234f421147102e40487c394e;origin=https://github.com/Superppig/Ghost-Doc;anchor=swh:1:rev:388457b96ab6a04246ce793e6a8ea11c83d8f3f4;path=/Assets/Shader/Scene_Blend.shader,swh:1:cnt:0e1d66248b50ecf9234f421147102e40487c394e,swh:1:rev:388457b96ab6a04246ce793e6a8ea11c83d8f3f4,swh:1:ori:77450e114cdc6b32e5d711b3aa3e1efa89b0aad0,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/toml,f745dab0f4591f12da7797c5853acdb8a60cff71,samples/pl/toml/f745dab0f4591f12da7797c5853acdb8a60cff71/metadata.json,swh:1:cnt:f745dab0f4591f12da7797c5853acdb8a60cff71;origin=https://github.com/MuteTiefling/Enigmatica6Expert;anchor=swh:1:rev:440f1a8d69a2f8549bfd1689e11d0f39d6e5a2cf;path=/config/quantumstorage-client.toml,swh:1:cnt:f745dab0f4591f12da7797c5853acdb8a60cff71,swh:1:rev:440f1a8d69a2f8549bfd1689e11d0f39d6e5a2cf,swh:1:ori:03f4f576a9173dbe59432734aade5dc11cb9c142,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/lean-4,4304f49277615a8e932ae620b36a6df9250111d6,samples/pl/lean-4/4304f49277615a8e932ae620b36a6df9250111d6/metadata.json,swh:1:cnt:4304f49277615a8e932ae620b36a6df9250111d6;origin=https://github.com/verified-optimization/CvxLean;anchor=swh:1:rev:4d8c9ab20d101f9b4e7fb1ca9eaa95080fbfd448;path=/CvxLeanTest.lean,swh:1:cnt:4304f49277615a8e932ae620b36a6df9250111d6,swh:1:rev:4d8c9ab20d101f9b4e7fb1ca9eaa95080fbfd448,swh:1:ori:eec02b1133d09701e8e4d751623e3030689a62d8,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/hyphy,4c52f3dd2fee8c138f7d53443304442275e81d38,samples/pl/hyphy/4c52f3dd2fee8c138f7d53443304442275e81d38/metadata.json,swh:1:cnt:4c52f3dd2fee8c138f7d53443304442275e81d38;origin=https://github.com/gwct/hyphy-interface;anchor=swh:1:rev:05543a73e4efc58379887a15e64724e05580eba5;path=/hyphy-analyses/SimulateMG94/SimulateMG94.bf,swh:1:cnt:4c52f3dd2fee8c138f7d53443304442275e81d38,swh:1:rev:05543a73e4efc58379887a15e64724e05580eba5,swh:1:ori:c3917fdda837bff8a2f7568d4ae886ea2bb858ed,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/zig,486e2f4040fae3a9e1318df1b247032357d864da,samples/pl/zig/486e2f4040fae3a9e1318df1b247032357d864da/metadata.json,swh:1:cnt:486e2f4040fae3a9e1318df1b247032357d864da;origin=https://github.com/roma-p/jeanpaul;anchor=swh:1:rev:01a4ca406f2a86b6c5c0531408e3e9d45c8e5191;path=/proto_2/src/controller_bvh.zig,swh:1:cnt:486e2f4040fae3a9e1318df1b247032357d864da,swh:1:rev:01a4ca406f2a86b6c5c0531408e3e9d45c8e5191,swh:1:ori:fa884a06f7cebe9730ba4a1369d4829157cb8235,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/asymptote,6e9e5de8c6ca1b1b217b505f0b8023a523101f39,samples/pl/asymptote/6e9e5de8c6ca1b1b217b505f0b8023a523101f39/metadata.json,swh:1:cnt:6e9e5de8c6ca1b1b217b505f0b8023a523101f39;origin=https://github.com/APEXCalculus/APEXCalculus_Source;anchor=swh:1:rev:fddeb9898bd913cec139bb5bfb54b5ddc05ca901;path=/figures/figlinescalarfield4_3D.asy,swh:1:cnt:6e9e5de8c6ca1b1b217b505f0b8023a523101f39,swh:1:rev:fddeb9898bd913cec139bb5bfb54b5ddc05ca901,swh:1:ori:1b65bdfb7ecde1adb44995858e0c12b011a7e930,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/brightscript,d10fd92c181274ff5dd48e1133924d54602c3e1b,samples/pl/brightscript/d10fd92c181274ff5dd48e1133924d54602c3e1b/metadata.json,swh:1:cnt:d10fd92c181274ff5dd48e1133924d54602c3e1b;origin=https://github.com/MediaBrowser/Emby.Roku;anchor=swh:1:rev:bef3b50a90044ce97231e6a995ea06ab493a4416;path=/source/HomeScreen.brs,swh:1:cnt:d10fd92c181274ff5dd48e1133924d54602c3e1b,swh:1:rev:bef3b50a90044ce97231e6a995ea06ab493a4416,swh:1:ori:580b2c41b9363077798f5657b6b5faeb67e1c5a8,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/robotframework,bf4142a9a304911d6c8532775d4de40f26c83941,samples/pl/robotframework/bf4142a9a304911d6c8532775d4de40f26c83941/metadata.json,swh:1:cnt:bf4142a9a304911d6c8532775d4de40f26c83941;origin=https://github.com/iDLEWINK/Disciples-Christian-Church-Digital-Archives;anchor=swh:1:rev:d787ab7b96771c1b28a60732c447bbfa4f13a833;path=/__robot__/edit_prenuptial.robot,swh:1:cnt:bf4142a9a304911d6c8532775d4de40f26c83941,swh:1:rev:d787ab7b96771c1b28a60732c447bbfa4f13a833,swh:1:ori:0dca3b58339c6763ef1db613b8602deae9985dae,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/unrealscript,3c64668946fd76068aa1015055feaa1f4635eea8,samples/pl/unrealscript/3c64668946fd76068aa1015055feaa1f4635eea8/metadata.json,swh:1:cnt:3c64668946fd76068aa1015055feaa1f4635eea8;origin=https://github.com/DCUT2004/DEKRPG;anchor=swh:1:rev:4dacb95706f964bc367cbdd79480976aaa17157b;path=/Classes/DEKPROJ_Sentinel_Laser.uc,swh:1:cnt:3c64668946fd76068aa1015055feaa1f4635eea8,swh:1:rev:4dacb95706f964bc367cbdd79480976aaa17157b,swh:1:ori:7c024e6d8015283488d3511d5820483a3d643d80,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/unrealscript,58406181e8da7f8750e4c8c65dab2515ea138f1a,samples/pl/unrealscript/58406181e8da7f8750e4c8c65dab2515ea138f1a/metadata.json,swh:1:cnt:58406181e8da7f8750e4c8c65dab2515ea138f1a;origin=https://github.com/DCUT2004/DEKRPG;anchor=swh:1:rev:4dacb95706f964bc367cbdd79480976aaa17157b;path=/Classes/DruidLinkTurretSwivel.uc,swh:1:cnt:58406181e8da7f8750e4c8c65dab2515ea138f1a,swh:1:rev:4dacb95706f964bc367cbdd79480976aaa17157b,swh:1:ori:7c024e6d8015283488d3511d5820483a3d643d80,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/go,aa559990f2685f2948216ba141a2068b0cdae9db,samples/pl/go/aa559990f2685f2948216ba141a2068b0cdae9db/metadata.json,swh:1:cnt:aa559990f2685f2948216ba141a2068b0cdae9db;origin=https://github.com/0chain/zs3server;anchor=swh:1:rev:069432566fcfac1f1053677cc925ddafd750730a;path=/cmd/tree-walk.go,swh:1:cnt:aa559990f2685f2948216ba141a2068b0cdae9db,swh:1:rev:069432566fcfac1f1053677cc925ddafd750730a,swh:1:ori:b6e59a36906cf31a1e7027fc85ba645370e1ac57,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/racket,b580af0c2b0f0ffbfe703547e164f9fa1e79cf7c,samples/pl/racket/b580af0c2b0f0ffbfe703547e164f9fa1e79cf7c/metadata.json,swh:1:cnt:b580af0c2b0f0ffbfe703547e164f9fa1e79cf7c;origin=https://github.com/exercism/racket;anchor=swh:1:rev:79eff7192d08b58ba81f3e1ee1ddf628fb3ad06b;path=/exercises/practice/scrabble-score/scrabble-score-test.rkt,swh:1:cnt:b580af0c2b0f0ffbfe703547e164f9fa1e79cf7c,swh:1:rev:79eff7192d08b58ba81f3e1ee1ddf628fb3ad06b,swh:1:ori:572191b16c0d6c90571aecba6287c4b989fce05e,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/racket,ae72bd2260068f100a04f3bf67208da1045e4745,samples/pl/racket/ae72bd2260068f100a04f3bf67208da1045e4745/metadata.json,swh:1:cnt:ae72bd2260068f100a04f3bf67208da1045e4745;origin=https://github.com/jeapostrophe/blog-source;anchor=swh:1:rev:c637f9fe7b27a2d91547a585d706fc1303349306;path=/posts/2013-10-29-tmadd.scrbl,swh:1:cnt:ae72bd2260068f100a04f3bf67208da1045e4745,swh:1:rev:c637f9fe7b27a2d91547a585d706fc1303349306,swh:1:ori:8eec093d74e8768b18f1112858f050506e46e2f5,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/systemverilog,8ba97c2758e54c531c6ca43c6d31f3397756f11a,samples/pl/systemverilog/8ba97c2758e54c531c6ca43c6d31f3397756f11a/metadata.json,swh:1:cnt:8ba97c2758e54c531c6ca43c6d31f3397756f11a;origin=https://github.com/syntacore/scr1;anchor=swh:1:rev:a20ea056631306c2d24ff0f36961b36ffc799fc6;path=/src/includes/scr1_search_ms1.svh,swh:1:cnt:8ba97c2758e54c531c6ca43c6d31f3397756f11a,swh:1:rev:a20ea056631306c2d24ff0f36961b36ffc799fc6,swh:1:ori:6623d81cdc5ca829bf129a7485870b97afbe11ab,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/systemverilog,c1bda654250570a30b897eb263aa0353093f4bfb,samples/pl/systemverilog/c1bda654250570a30b897eb263aa0353093f4bfb/metadata.json,swh:1:cnt:c1bda654250570a30b897eb263aa0353093f4bfb;origin=https://github.com/phucducnguyen/uvm-fft-ofdm;anchor=swh:1:rev:86775bdc37e79a41a640a7bc3a36005d8c8a916e;path=/fftw.sv,swh:1:cnt:c1bda654250570a30b897eb263aa0353093f4bfb,swh:1:rev:86775bdc37e79a41a640a7bc3a36005d8c8a916e,swh:1:ori:df6f57739a22ec4c6e1a0739592d297270c447e7,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/gnuplot,c89a594696e4b9785153eee2995d10c98db28e47,samples/pl/gnuplot/c89a594696e4b9785153eee2995d10c98db28e47/metadata.json,swh:1:cnt:c89a594696e4b9785153eee2995d10c98db28e47;origin=https://github.com/orblancog/DAFNEmadx;anchor=swh:1:rev:2bdc61b320770bb44a69a5397c90c6bd8ff8c48b;path=/outputs/plotsurvey.gp,swh:1:cnt:c89a594696e4b9785153eee2995d10c98db28e47,swh:1:rev:2bdc61b320770bb44a69a5397c90c6bd8ff8c48b,swh:1:ori:80468337350b008db0d1fd6c6898691b8630c099,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/gnuplot,d7c8413925ca7dd7503adb5ce8c15d23104ca3be,samples/pl/gnuplot/d7c8413925ca7dd7503adb5ce8c15d23104ca3be/metadata.json,swh:1:cnt:d7c8413925ca7dd7503adb5ce8c15d23104ca3be;origin=https://github.com/kenorb-contrib/BitTorrent;anchor=swh:1:rev:e4ee90ad20dc3770515071ac8dc0ffe3799098a6;path=/python_bt_codebase_library/BTL/tests/CMapTests/insert_time_vs_n.gnuplot,swh:1:cnt:d7c8413925ca7dd7503adb5ce8c15d23104ca3be,swh:1:rev:e4ee90ad20dc3770515071ac8dc0ffe3799098a6,swh:1:ori:82752209965cb60db5b3388be7d7f86b2e436759,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/ncl,1798e231bb4c8594a892fd74f477c889519058b0,samples/pl/ncl/1798e231bb4c8594a892fd74f477c889519058b0/metadata.json,swh:1:cnt:1798e231bb4c8594a892fd74f477c889519058b0;origin=https://github.com/NCAR/DART;anchor=swh:1:rev:bc9f6b16a7dcac3aa852dfacc54bf69961e0c6a6;path=/models/wrf/shell_scripts_csh/mean_increment.ncl,swh:1:cnt:1798e231bb4c8594a892fd74f477c889519058b0,swh:1:rev:bc9f6b16a7dcac3aa852dfacc54bf69961e0c6a6,swh:1:ori:a0b85612567d4cc6a2cf1bd3dc832de72fbfa44d,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
pl/firrtl,611ef9260fcdd91631d3859f0df075640bf02fb6,samples/pl/firrtl/611ef9260fcdd91631d3859f0df075640bf02fb6/metadata.json,swh:1:cnt:611ef9260fcdd91631d3859f0df075640bf02fb6;origin=https://github.com/comparch-security/chipyard-random-llc;anchor=swh:1:rev:fa843cfd41a55be03fa721e2495542925e878b87;path=/tools/treadle/samples/ZeroWidthIOModule.fir,swh:1:cnt:611ef9260fcdd91631d3859f0df075640bf02fb6,swh:1:rev:fa843cfd41a55be03fa721e2495542925e878b87,swh:1:ori:0c2dbf2e0d1be512aa5cf3add5730dd987286ced,yes,no,skipped,no,2026-05-15T17:24:06+00:00
pl/firrtl,bd215be4eb34ddf0755025738283e228b174318e,samples/pl/firrtl/bd215be4eb34ddf0755025738283e228b174318e/metadata.json,swh:1:cnt:bd215be4eb34ddf0755025738283e228b174318e;origin=https://github.com/comparch-security/chipyard-random-llc;anchor=swh:1:rev:fa843cfd41a55be03fa721e2495542925e878b87;path=/tools/treadle/samples/FixedPointDivide.fir,swh:1:cnt:bd215be4eb34ddf0755025738283e228b174318e,swh:1:rev:fa843cfd41a55be03fa721e2495542925e878b87,swh:1:ori:0c2dbf2e0d1be512aa5cf3add5730dd987286ced,yes,no,skipped,no,2026-05-15T17:24:06+00:00
pl/yang,e0ac251e7a70bfbab4af14c8875d443cd71eda24,samples/pl/yang/e0ac251e7a70bfbab4af14c8875d443cd71eda24/metadata.json,swh:1:cnt:e0ac251e7a70bfbab4af14c8875d443cd71eda24;origin=https://github.com/sysrepo/sysrepo;anchor=swh:1:rev:d0615496441f18577c8fedcbebab381e26db0c75;path=/tests/files/sub-mod-types.yang,swh:1:cnt:e0ac251e7a70bfbab4af14c8875d443cd71eda24,swh:1:rev:d0615496441f18577c8fedcbebab381e26db0c75,swh:1:ori:90c9f582177ff083a3fa06b4a8a209612c183fad,yes,yes,skipped,yes,2026-05-15T17:24:06+00:00
