rosettacode_name,rosettacode_url,rosettacode_summary,rosettacode_tasks_count
ALGOL-M,https://rosettacode.org/wiki/ALGOL-M,,59
Alice ML,https://rosettacode.org/wiki/Alice_ML,,0
Alore,https://rosettacode.org/wiki/Alore,,6
Amazing Hopper,https://rosettacode.org/wiki/Amazing_Hopper,,127
AmbientTalk,https://rosettacode.org/wiki/AmbientTalk,,4
AmigaBASIC,https://rosettacode.org/wiki/AmigaBASIC,,17
AmigaE,https://rosettacode.org/wiki/AmigaE,,32
AMPL,https://rosettacode.org/wiki/AMPL,,1
AngelScript,https://rosettacode.org/wiki/AngelScript,,2
ANSI BASIC,https://rosettacode.org/wiki/ANSI_BASIC,,86
ANT,https://rosettacode.org/wiki/ANT,"See:

Category:ANT
Category:Apache Ant",0
ANTLR,https://rosettacode.org/wiki/ANTLR,,6
Anyways,https://rosettacode.org/wiki/Anyways,,1
Apex,https://rosettacode.org/wiki/Apex,,38
APL,https://rosettacode.org/wiki/APL,,332
App Inventor,https://rosettacode.org/wiki/App_Inventor,,10
Apple,https://rosettacode.org/wiki/Apple,,8
AppleScript,https://rosettacode.org/wiki/AppleScript,,509
Applesoft BASIC,https://rosettacode.org/wiki/Applesoft_BASIC,,349
Application Master,https://rosettacode.org/wiki/Application_Master,,0
Apricot,https://rosettacode.org/wiki/Apricot,,1
Aquarius BASIC,https://rosettacode.org/wiki/Aquarius_BASIC,,8
Arbre,https://rosettacode.org/wiki/Arbre,,4
Arc,https://rosettacode.org/wiki/Arc,,15
Arendelle,https://rosettacode.org/wiki/Arendelle,,11
Argile,https://rosettacode.org/wiki/Argile,,18
Aria,https://rosettacode.org/wiki/Aria,,2
ARM Assembly,https://rosettacode.org/wiki/ARM_Assembly,,282
ArnoldC,https://rosettacode.org/wiki/ArnoldC,,12
Arturo,https://rosettacode.org/wiki/Arturo,,812
AsciiDots,https://rosettacode.org/wiki/AsciiDots,,12
ASIC,https://rosettacode.org/wiki/ASIC,,30
ASP,https://rosettacode.org/wiki/ASP,,1
ASP.Net,https://rosettacode.org/wiki/ASP.Net,,0
AspectC++,https://rosettacode.org/wiki/AspectC%2B%2B,,0
AspectJ,https://rosettacode.org/wiki/AspectJ,,1
Assembly,https://rosettacode.org/wiki/Assembly,,3
AssemblyScript,https://rosettacode.org/wiki/AssemblyScript,,0
Astro,https://rosettacode.org/wiki/Astro,,23
Asymptote,https://rosettacode.org/wiki/Asymptote,,67
Atari BASIC,https://rosettacode.org/wiki/Atari_BASIC,,22
ATS,https://rosettacode.org/wiki/ATS,,143
AutoHotkey,https://rosettacode.org/wiki/AutoHotkey,,824
Autohotkey V2,https://rosettacode.org/wiki/Autohotkey_V2,,0
AutoHotKey V2,https://rosettacode.org/wiki/AutoHotKey_V2,,1
AutoIt,https://rosettacode.org/wiki/AutoIt,,94
AutoLISP,https://rosettacode.org/wiki/AutoLISP,,10
Avail,https://rosettacode.org/wiki/Avail,,27
AWK,https://rosettacode.org/wiki/AWK,,740
Axe,https://rosettacode.org/wiki/Axe,,91
Axiom,https://rosettacode.org/wiki/Axiom,,14
Axum,https://rosettacode.org/wiki/Axum,,0
Ayrch,https://rosettacode.org/wiki/Ayrch,,0
B,https://rosettacode.org/wiki/B,,5
B4J,https://rosettacode.org/wiki/B4J,,1
B4X,https://rosettacode.org/wiki/B4X,,4
Babel,https://rosettacode.org/wiki/Babel,,37
BabyCobol,https://rosettacode.org/wiki/BabyCobol,,6
BaCon,https://rosettacode.org/wiki/BaCon,,187
Bait,https://rosettacode.org/wiki/Bait,,9
Ballerina,https://rosettacode.org/wiki/Ballerina,,107
Bas,https://rosettacode.org/wiki/Bas,,1
BASIC,https://rosettacode.org/wiki/BASIC,,739
Basic09,https://rosettacode.org/wiki/Basic09,,3
BASIC256,https://rosettacode.org/wiki/BASIC256,,511
Batari Basic,https://rosettacode.org/wiki/Batari_Basic,,1
Batch File,https://rosettacode.org/wiki/Batch_File,,250
Battlestar,https://rosettacode.org/wiki/Battlestar,,3
BBC BASIC,https://rosettacode.org/wiki/BBC_BASIC,,591
Bc,https://rosettacode.org/wiki/Bc,,116
BCPL,https://rosettacode.org/wiki/BCPL,,179
Beads,https://rosettacode.org/wiki/Beads,,17
Beef,https://rosettacode.org/wiki/Beef,,12
Beeswax,https://rosettacode.org/wiki/Beeswax,,20
Befunge,https://rosettacode.org/wiki/Befunge,,169
Berkeley Logo,https://rosettacode.org/wiki/Berkeley_Logo,,5
Beta,https://rosettacode.org/wiki/Beta,,0
Biferno,https://rosettacode.org/wiki/Biferno,,1
Binary Lambda Calculus,https://rosettacode.org/wiki/Binary_Lambda_Calculus,,60
Bird,https://rosettacode.org/wiki/Bird,,2
Blade,https://rosettacode.org/wiki/Blade,,5
Blast,https://rosettacode.org/wiki/Blast,,4
BLISS,https://rosettacode.org/wiki/BLISS,,0
BlitzMax,https://rosettacode.org/wiki/BlitzMax,,7
BlooP,https://rosettacode.org/wiki/BlooP,,4
Blue,https://rosettacode.org/wiki/Blue,,7
Blz,https://rosettacode.org/wiki/Blz,,10
BML,https://rosettacode.org/wiki/BML,,3
Boo,https://rosettacode.org/wiki/Boo,,6
BootBASIC,https://rosettacode.org/wiki/BootBASIC,,11
Bori,https://rosettacode.org/wiki/Bori,,4
BQN,https://rosettacode.org/wiki/BQN,,310
Brace,https://rosettacode.org/wiki/Brace,,2
Bracmat,https://rosettacode.org/wiki/Bracmat,,306
Brainf***,https://rosettacode.org/wiki/Brainf%2A%2A%2A,,41
Brat,https://rosettacode.org/wiki/Brat,,65
Brlcad,https://rosettacode.org/wiki/Brlcad,,9
Bruijn,https://rosettacode.org/wiki/Bruijn,,38
Burlesque,https://rosettacode.org/wiki/Burlesque,,70
C,https://rosettacode.org/wiki/C,,1341
C sharp,https://rosettacode.org/wiki/C_sharp,,1085
C Shell,https://rosettacode.org/wiki/C_Shell,,31
C++,https://rosettacode.org/wiki/C%2B%2B,,1484
C++/CLI,https://rosettacode.org/wiki/C%2B%2B/CLI,,4
C0H,https://rosettacode.org/wiki/C0H,,0
C1R,https://rosettacode.org/wiki/C1R,,3
C2,https://rosettacode.org/wiki/C2,,1
C3,https://rosettacode.org/wiki/C3,,18
Caché ObjectScript,https://rosettacode.org/wiki/Cach%C3%A9_ObjectScript,,46
CafeOBJ,https://rosettacode.org/wiki/CafeOBJ,,3
Calc,https://rosettacode.org/wiki/Calc,,7
Calcscript,https://rosettacode.org/wiki/Calcscript,,8
Caml,https://rosettacode.org/wiki/Caml,,0
Casio BASIC,https://rosettacode.org/wiki/Casio_BASIC,,3
Cat,https://rosettacode.org/wiki/Cat,,3
CB80,https://rosettacode.org/wiki/CB80,,0
CBASIC,https://rosettacode.org/wiki/CBASIC,,10
Cduce,https://rosettacode.org/wiki/Cduce,,2
Cecil,https://rosettacode.org/wiki/Cecil,,0
Ceylon,https://rosettacode.org/wiki/Ceylon,,94
CFEngine,https://rosettacode.org/wiki/CFEngine,,7
Chapel,https://rosettacode.org/wiki/Chapel,,44
Chef,https://rosettacode.org/wiki/Chef,,15
Cherrycake,https://rosettacode.org/wiki/Cherrycake,,3
Chipmunk Basic,https://rosettacode.org/wiki/Chipmunk_Basic,,230
CHR,https://rosettacode.org/wiki/CHR,,2
ChucK,https://rosettacode.org/wiki/ChucK,,19
Cilk,https://rosettacode.org/wiki/Cilk,,0
Cilk++,https://rosettacode.org/wiki/Cilk%2B%2B,,0
Cind,https://rosettacode.org/wiki/Cind,,4
CJam,https://rosettacode.org/wiki/CJam,,2
Clarion,https://rosettacode.org/wiki/Clarion,,1
Clay,https://rosettacode.org/wiki/Clay,,9
Clean,https://rosettacode.org/wiki/Clean,,23
Clio,https://rosettacode.org/wiki/Clio,,8
Clipper,https://rosettacode.org/wiki/Clipper,,23
Clipper/XBase++,https://rosettacode.org/wiki/Clipper/XBase%2B%2B,,2
CLIPS,https://rosettacode.org/wiki/CLIPS,,9
Clojure,https://rosettacode.org/wiki/Clojure,,648
CLU,https://rosettacode.org/wiki/CLU,,248
CMake,https://rosettacode.org/wiki/CMake,,27
COBOL,https://rosettacode.org/wiki/COBOL,,410
Cobra,https://rosettacode.org/wiki/Cobra,,4
Coco,https://rosettacode.org/wiki/Coco,,11
Coconut,https://rosettacode.org/wiki/Coconut,,1
CoffeeScript,https://rosettacode.org/wiki/CoffeeScript,,219
ColdFusion,https://rosettacode.org/wiki/ColdFusion,,59
Colun,https://rosettacode.org/wiki/Colun,,0
Comal,https://rosettacode.org/wiki/Comal,,36
Comefrom0x10,https://rosettacode.org/wiki/Comefrom0x10,,6
Commodore BASIC,https://rosettacode.org/wiki/Commodore_BASIC,,162
Common Lisp,https://rosettacode.org/wiki/Common_Lisp,,788
Component Pascal,https://rosettacode.org/wiki/Component_Pascal,,73
Computer/zero Assembly,https://rosettacode.org/wiki/Computer/zero_Assembly,,17
ContextFree,https://rosettacode.org/wiki/ContextFree,,3
Convex,https://rosettacode.org/wiki/Convex,,2
Corescript,https://rosettacode.org/wiki/Corescript,,4
Cowgol,https://rosettacode.org/wiki/Cowgol,,182
Crack,https://rosettacode.org/wiki/Crack,,4
Craft Basic,https://rosettacode.org/wiki/Craft_Basic,,72
Creative Basic,https://rosettacode.org/wiki/Creative_Basic,,11
Crystal,https://rosettacode.org/wiki/Crystal,,572
Cubescript,https://rosettacode.org/wiki/Cubescript,,4
Curry,https://rosettacode.org/wiki/Curry,,8
Curto,https://rosettacode.org/wiki/Curto,,3
D,https://rosettacode.org/wiki/D,,998
Dafny,https://rosettacode.org/wiki/Dafny,,4
Dao,https://rosettacode.org/wiki/Dao,,11
Dart,https://rosettacode.org/wiki/Dart,,265
Datalog,https://rosettacode.org/wiki/Datalog,,3
DataWeave,https://rosettacode.org/wiki/DataWeave,,3
DBL,https://rosettacode.org/wiki/DBL,,19
Dc,https://rosettacode.org/wiki/Dc,,91
DCL,https://rosettacode.org/wiki/DCL,,45
DDNC,https://rosettacode.org/wiki/DDNC,,1
Delphi,https://rosettacode.org/wiki/Delphi,,948
Deluge,https://rosettacode.org/wiki/Deluge,,2
DeviousYarn,https://rosettacode.org/wiki/DeviousYarn,,2
DIBOL-11,https://rosettacode.org/wiki/DIBOL-11,,6
Diego,https://rosettacode.org/wiki/Diego,,30
Diesel,https://rosettacode.org/wiki/Diesel,,0
DIV Games Studio,https://rosettacode.org/wiki/DIV_Games_Studio,,1
DM,https://rosettacode.org/wiki/DM,,6
DMS,https://rosettacode.org/wiki/DMS,,2
Dodo0,https://rosettacode.org/wiki/Dodo0,,3
Draco,https://rosettacode.org/wiki/Draco,,143
Dragon,https://rosettacode.org/wiki/Dragon,,20
Dragonstone,https://rosettacode.org/wiki/Dragonstone,,4
DreamBerd,https://rosettacode.org/wiki/DreamBerd,,1
Dt,https://rosettacode.org/wiki/Dt,,11
DuckDB,https://rosettacode.org/wiki/DuckDB,,306
DUP,https://rosettacode.org/wiki/DUP,,6
DWScript,https://rosettacode.org/wiki/DWScript,,100
Dyalect,https://rosettacode.org/wiki/Dyalect,,136
Dylan,https://rosettacode.org/wiki/Dylan,,15
Dylan.NET,https://rosettacode.org/wiki/Dylan.NET,,5
Déjà Vu,https://rosettacode.org/wiki/D%C3%A9j%C3%A0_Vu,,105
E,https://rosettacode.org/wiki/E,,269
EasyLang,https://rosettacode.org/wiki/EasyLang,,1107
EC,https://rosettacode.org/wiki/EC,,7
EchoLisp,https://rosettacode.org/wiki/EchoLisp,,303
ECL,https://rosettacode.org/wiki/ECL,,28
Ecstasy,https://rosettacode.org/wiki/Ecstasy,,64
Ed,https://rosettacode.org/wiki/Ed,,100
EDSAC order code,https://rosettacode.org/wiki/EDSAC_order_code,,70
Eero,https://rosettacode.org/wiki/Eero,,9
Efene,https://rosettacode.org/wiki/Efene,,14
Egel,https://rosettacode.org/wiki/Egel,,12
Egison,https://rosettacode.org/wiki/Egison,,8
EGL,https://rosettacode.org/wiki/EGL,,31
EhBASIC,https://rosettacode.org/wiki/EhBASIC,,0
Eiffel,https://rosettacode.org/wiki/Eiffel,,159
Ela,https://rosettacode.org/wiki/Ela,,66
Elan,https://rosettacode.org/wiki/Elan,,2
ElastiC,https://rosettacode.org/wiki/ElastiC,,1
Elena,https://rosettacode.org/wiki/Elena,,245
Elisa,https://rosettacode.org/wiki/Elisa,,7
Elixir,https://rosettacode.org/wiki/Elixir,,551
ELLA,https://rosettacode.org/wiki/ELLA,,2
Elm,https://rosettacode.org/wiki/Elm,,50
Emacs Lisp,https://rosettacode.org/wiki/Emacs_Lisp,,209
EMal,https://rosettacode.org/wiki/EMal,,120
Emojicode,https://rosettacode.org/wiki/Emojicode,,4
Enguage,https://rosettacode.org/wiki/Enguage,,2
Epigram,https://rosettacode.org/wiki/Epigram,,0
Epoxy,https://rosettacode.org/wiki/Epoxy,,5
Erlang,https://rosettacode.org/wiki/Erlang,,541
ERRE,https://rosettacode.org/wiki/ERRE,,184
Es,https://rosettacode.org/wiki/Es,,8
ESQL,https://rosettacode.org/wiki/ESQL,,1
Euler,https://rosettacode.org/wiki/Euler,,19
Euphoria,https://rosettacode.org/wiki/Euphoria,,235
Evaldraw,https://rosettacode.org/wiki/Evaldraw,,16
Excel,https://rosettacode.org/wiki/Excel,,85
Explore,https://rosettacode.org/wiki/Explore,,3
Extended BrainF***,https://rosettacode.org/wiki/Extended_BrainF%2A%2A%2A,,2
Extended Color BASIC,https://rosettacode.org/wiki/Extended_Color_BASIC,,6
Ezhil,https://rosettacode.org/wiki/Ezhil,,13
F,https://rosettacode.org/wiki/F,,2
F Sharp,https://rosettacode.org/wiki/F_Sharp,,898
Factor,https://rosettacode.org/wiki/Factor,,1004
Falcon,https://rosettacode.org/wiki/Falcon,,35
FALSE,https://rosettacode.org/wiki/FALSE,,58
Fan,https://rosettacode.org/wiki/Fan,,5
Fancy,https://rosettacode.org/wiki/Fancy,,15
Fantom,https://rosettacode.org/wiki/Fantom,,150
FAUST,https://rosettacode.org/wiki/FAUST,,0
FBSL,https://rosettacode.org/wiki/FBSL,,56
Fe,https://rosettacode.org/wiki/Fe,,13
FeatureC++,https://rosettacode.org/wiki/FeatureC%2B%2B,,0
Felix,https://rosettacode.org/wiki/Felix,,2
Fennel,https://rosettacode.org/wiki/Fennel,,77
Ferite,https://rosettacode.org/wiki/Ferite,,2
Fermat,https://rosettacode.org/wiki/Fermat,,91
Fexl,https://rosettacode.org/wiki/Fexl,,6
Fhidwfe,https://rosettacode.org/wiki/Fhidwfe,,4
Fish,https://rosettacode.org/wiki/Fish,,21
FLORA-2,https://rosettacode.org/wiki/FLORA-2,,0
Florid,https://rosettacode.org/wiki/Florid,,0
FOCAL,https://rosettacode.org/wiki/FOCAL,,67
FormulaOne,https://rosettacode.org/wiki/FormulaOne,,1
Forth,https://rosettacode.org/wiki/Forth,,643
Fortran,https://rosettacode.org/wiki/Fortran,,823
Fortress,https://rosettacode.org/wiki/Fortress,,6
FP,https://rosettacode.org/wiki/FP,,1
FPI,https://rosettacode.org/wiki/FPI,,0
Free Pascal,https://rosettacode.org/wiki/Free_Pascal,"Free Pascal Compiler (FPC for short) is a free and open-source Pascal and Object Pascal compiler.
Free Pascal fully or partially supports the dialects of many other Pascal compilers, including those of Turbo Pascal (up to version 7), Delphi, as well as some compilers that were available on the Macintosh. More than one dialect may be used to produce a single program. Free Pascal also supports the ISO/IEC 7185 Pascal standard.
A member of the write once, compile anywhere campaign, Free Pascal is available on many architectures and operating systems. It has an excellent support for integration of assembly language, and supports internal assembler in a number of dialects.
Separate projects exist to facilitate the development of cross-platform graphical applications, the most prominent one being the Lazarus IDE.",233
FreeBASIC,https://rosettacode.org/wiki/FreeBASIC,,1724
FreeMat,https://rosettacode.org/wiki/FreeMat,,0
Frege,https://rosettacode.org/wiki/Frege,,11
Friendly interactive shell,https://rosettacode.org/wiki/Friendly_interactive_shell,,15
Frink,https://rosettacode.org/wiki/Frink,,292
FRISC Assembly,https://rosettacode.org/wiki/FRISC_Assembly,,1
FTCBASIC,https://rosettacode.org/wiki/FTCBASIC,,11
FuncSug,https://rosettacode.org/wiki/FuncSug,,8
FunL,https://rosettacode.org/wiki/FunL,,90
Furor,https://rosettacode.org/wiki/Furor,,22
FurryScript,https://rosettacode.org/wiki/FurryScript,,2
Futhark,https://rosettacode.org/wiki/Futhark,,37
FutureBasic,https://rosettacode.org/wiki/FutureBasic,,753
FUZE BASIC,https://rosettacode.org/wiki/FUZE_BASIC,,7
Fōrmulæ,https://rosettacode.org/wiki/F%C5%8Drmul%C3%A6,,211
G-fu,https://rosettacode.org/wiki/G-fu,,1
Gambas,https://rosettacode.org/wiki/Gambas,,282
GAP,https://rosettacode.org/wiki/GAP,,160
Gastona,https://rosettacode.org/wiki/Gastona,,6
GB BASIC,https://rosettacode.org/wiki/GB_BASIC,,3
GDScript,https://rosettacode.org/wiki/GDScript,,26
Gecho,https://rosettacode.org/wiki/Gecho,,9
Gema,https://rosettacode.org/wiki/Gema,,12
Genie,https://rosettacode.org/wiki/Genie,,34
Gentee,https://rosettacode.org/wiki/Gentee,,1
Genyris,https://rosettacode.org/wiki/Genyris,,9
GEORGE,https://rosettacode.org/wiki/GEORGE,,5
Gerbil,https://rosettacode.org/wiki/Gerbil,,0
GFA Basic,https://rosettacode.org/wiki/GFA_Basic,,17
Glagol,https://rosettacode.org/wiki/Glagol,,3
GLBasic,https://rosettacode.org/wiki/GLBasic,,2
Gleam,https://rosettacode.org/wiki/Gleam,,55
Glee,https://rosettacode.org/wiki/Glee,,5
Global Script,https://rosettacode.org/wiki/Global_Script,,3
GlovePIE,https://rosettacode.org/wiki/GlovePIE,,11
GLSL,https://rosettacode.org/wiki/GLSL,,8
GML,https://rosettacode.org/wiki/GML,,33
Gnuplot,https://rosettacode.org/wiki/Gnuplot,,29
Go,https://rosettacode.org/wiki/Go,,1621
Go!,https://rosettacode.org/wiki/Go%21,,1
Goaldi,https://rosettacode.org/wiki/Goaldi,,1
Goboscript,https://rosettacode.org/wiki/Goboscript,,5
Golfscript,https://rosettacode.org/wiki/Golfscript,,131
Golo,https://rosettacode.org/wiki/Golo,,12
Goo,https://rosettacode.org/wiki/Goo,,0
Gosu,https://rosettacode.org/wiki/Gosu,,18
Grain,https://rosettacode.org/wiki/Grain,,4
Gri,https://rosettacode.org/wiki/Gri,,6
Groovy,https://rosettacode.org/wiki/Groovy,,503
Guile,https://rosettacode.org/wiki/Guile,"Guile stands for Gnu's Ubiquitous Interactive Language for Extension. It is the ""official"" extension language of the GNU Project.",4
Guish,https://rosettacode.org/wiki/Guish,,3
GUISS,https://rosettacode.org/wiki/GUISS,,27
GW-BASIC,https://rosettacode.org/wiki/GW-BASIC,,234
Hack,https://rosettacode.org/wiki/Hack,,2
Halon,https://rosettacode.org/wiki/Halon,,12
Harbour,https://rosettacode.org/wiki/Harbour,,46
Hare,https://rosettacode.org/wiki/Hare,,17
Haskell,https://rosettacode.org/wiki/Haskell,,1204
Haxe,https://rosettacode.org/wiki/Haxe,,66
Heron,https://rosettacode.org/wiki/Heron,,1
Hexiscript,https://rosettacode.org/wiki/Hexiscript,,28
HicEst,https://rosettacode.org/wiki/HicEst,,153
HLA,https://rosettacode.org/wiki/HLA,,1
Hobbes,https://rosettacode.org/wiki/Hobbes,,130
HolyC,https://rosettacode.org/wiki/HolyC,,42
Hoon,https://rosettacode.org/wiki/Hoon,,29
Hope,https://rosettacode.org/wiki/Hope,,5
Hopper,https://rosettacode.org/wiki/Hopper,,1
HPPPL,https://rosettacode.org/wiki/HPPPL,,11
HQ9+,https://rosettacode.org/wiki/HQ9%2B,,4
Huginn,https://rosettacode.org/wiki/Huginn,,28
Hy,https://rosettacode.org/wiki/Hy,,31
HyperTalk,https://rosettacode.org/wiki/HyperTalk,,2
I,https://rosettacode.org/wiki/I,,32
Icon,https://rosettacode.org/wiki/Icon,,628
IDL,https://rosettacode.org/wiki/IDL,,61
Idris,https://rosettacode.org/wiki/Idris,,30
Imp77,https://rosettacode.org/wiki/Imp77,,4
Inform 6,https://rosettacode.org/wiki/Inform_6,,11
Inform 7,https://rosettacode.org/wiki/Inform_7,,43
Informix 4GL,https://rosettacode.org/wiki/Informix_4GL,,1
Inko,https://rosettacode.org/wiki/Inko,,1
Insitux,https://rosettacode.org/wiki/Insitux,,74
Integer BASIC,https://rosettacode.org/wiki/Integer_BASIC,,9
Intercal,https://rosettacode.org/wiki/Intercal,,6
Io,https://rosettacode.org/wiki/Io,,90
Ioke,https://rosettacode.org/wiki/Ioke,,20
IPL Loader Config,https://rosettacode.org/wiki/IPL_Loader_Config,,0
Iptscrae,https://rosettacode.org/wiki/Iptscrae,,1
IS-BASIC,https://rosettacode.org/wiki/IS-BASIC,,212
Isabelle,https://rosettacode.org/wiki/Isabelle,,16
IWBASIC,https://rosettacode.org/wiki/IWBASIC,,10
J,https://rosettacode.org/wiki/J,,1417
Jabaco,https://rosettacode.org/wiki/Jabaco,,0
Jack,https://rosettacode.org/wiki/Jack,,2
Jacquard Loom,https://rosettacode.org/wiki/Jacquard_Loom,,1
Jactl,https://rosettacode.org/wiki/Jactl,,26
Jakt,https://rosettacode.org/wiki/Jakt,,35
JAMES II/Rule-based Cellular Automata,https://rosettacode.org/wiki/JAMES_II/Rule-based_Cellular_Automata,,2
Janet,https://rosettacode.org/wiki/Janet,,32
Java,https://rosettacode.org/wiki/Java,,1641
JavaFX Script,https://rosettacode.org/wiki/JavaFX_Script,,3
JavaScript,https://rosettacode.org/wiki/JavaScript,,1100
JCL,https://rosettacode.org/wiki/JCL,,5
Jinja,https://rosettacode.org/wiki/Jinja,,4
JoCaml,https://rosettacode.org/wiki/JoCaml,"JoCaml is OCaml plus the join calculus, that is, OCaml extended for concurrent and distributed programming.
Website of JoCaml: http://moscova.inria.fr/jocaml/
Wikipedia article: http://en.wikipedia.org/wiki/JoCaml",1
JOVIAL,https://rosettacode.org/wiki/JOVIAL,,2
Joy,https://rosettacode.org/wiki/Joy,,95
Jq,https://rosettacode.org/wiki/Jq,,1205
JScript.NET,https://rosettacode.org/wiki/JScript.NET,,1
JSE,https://rosettacode.org/wiki/JSE,,2
Jsish,https://rosettacode.org/wiki/Jsish,,137
JudoScript,https://rosettacode.org/wiki/JudoScript,,1
Julia,https://rosettacode.org/wiki/Julia,,1750
K,https://rosettacode.org/wiki/K,,200
Kabap,https://rosettacode.org/wiki/Kabap,,4
Kamailio Script,https://rosettacode.org/wiki/Kamailio_Script,,1
Kantalo,https://rosettacode.org/wiki/Kantalo,,0
KAP,https://rosettacode.org/wiki/KAP,,2
Kaya,https://rosettacode.org/wiki/Kaya,,3
Keg,https://rosettacode.org/wiki/Keg,,4
KeyList Databasing,https://rosettacode.org/wiki/KeyList_Databasing,,0
Kite,https://rosettacode.org/wiki/Kite,,4
Kitten,https://rosettacode.org/wiki/Kitten,,3
KL1,https://rosettacode.org/wiki/KL1,,2
Klingphix,https://rosettacode.org/wiki/Klingphix,,46
Klong,https://rosettacode.org/wiki/Klong,,22
Koka,https://rosettacode.org/wiki/Koka,,28
Komodo,https://rosettacode.org/wiki/Komodo,,13
KonsolScript,https://rosettacode.org/wiki/KonsolScript,,10
Kotlin,https://rosettacode.org/wiki/Kotlin,,1183
KQL,https://rosettacode.org/wiki/KQL,,5
Ksh,https://rosettacode.org/wiki/Ksh,,77
L++,https://rosettacode.org/wiki/L%2B%2B,,5
L.in.oleum,https://rosettacode.org/wiki/L.in.oleum,,0
LabVIEW,https://rosettacode.org/wiki/LabVIEW,,61
Labyrinth,https://rosettacode.org/wiki/Labyrinth,,2
Lambda Prolog,https://rosettacode.org/wiki/Lambda_Prolog,,1
Lambdatalk,https://rosettacode.org/wiki/Lambdatalk,,265
Lang,https://rosettacode.org/wiki/Lang,,79
Lang5,https://rosettacode.org/wiki/Lang5,,49
Languages by Feature,https://rosettacode.org/wiki/Languages_by_Feature,,0
Langur,https://rosettacode.org/wiki/Langur,,102
Lapyst,https://rosettacode.org/wiki/Lapyst,,1
Lasso,https://rosettacode.org/wiki/Lasso,,259
LAST,https://rosettacode.org/wiki/LAST,,0
LaTeX,https://rosettacode.org/wiki/LaTeX,,13
Latitude,https://rosettacode.org/wiki/Latitude,,27
LC2200 Assembly,https://rosettacode.org/wiki/LC2200_Assembly,,0
LC3 Assembly,https://rosettacode.org/wiki/LC3_Assembly,,8
LDPL,https://rosettacode.org/wiki/LDPL,,25
Lean,https://rosettacode.org/wiki/Lean,,7
Leon,https://rosettacode.org/wiki/Leon,,0
LFE,https://rosettacode.org/wiki/LFE,,80
Lhogho,https://rosettacode.org/wiki/Lhogho,,8
Liberty BASIC,https://rosettacode.org/wiki/Liberty_BASIC,,364
LibreOffice Basic,https://rosettacode.org/wiki/LibreOffice_Basic,,1
LIL,https://rosettacode.org/wiki/LIL,,27
Lily,https://rosettacode.org/wiki/Lily,,9
Limbo,https://rosettacode.org/wiki/Limbo,,24
Lingo,https://rosettacode.org/wiki/Lingo,,195
Lisaac,https://rosettacode.org/wiki/Lisaac,,35
Lisp,https://rosettacode.org/wiki/Lisp,,4
Little,https://rosettacode.org/wiki/Little,,13
Little Man Computer,https://rosettacode.org/wiki/Little_Man_Computer,,9
LiveCode,https://rosettacode.org/wiki/LiveCode,,129
LiveScript,https://rosettacode.org/wiki/LiveScript,,3
LLP,https://rosettacode.org/wiki/LLP,,0
LLVM,https://rosettacode.org/wiki/LLVM,,21
