language,programs_total,content_found,origin_found,any_found,unknown,coverage_content_pct,coverage_any_pct,content+origin,content_only,origin_only,not_covered,unknown_bucket
GASP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gauche,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GAUSS,1,0,0,0,0,0.0,0.0,0,0,0,1,0
GAWK,1,0,0,0,1,0.0,0.0,0,0,0,0,1
gbeta,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GCL,1,0,0,0,0,0.0,0.0,0,0,0,1,0
GDL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GDLisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GDScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GEDANKEN,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GeneXus,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Genie,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Genius,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Genshi,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Genstat,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gentee,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GENTLE,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Genyris,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GEORGE,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GEORGE 1,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GEORGE 2,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GEORGE 3,1,0,0,0,0,0.0,0.0,0,0,0,1,0
GEORGE 4,1,0,0,0,0,0.0,0.0,0,0,0,1,0
GEORGE 5,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Gerbil,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GF,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GFA BASIC,1,0,1,1,0,0.0,100.0,0,0,1,0,0
Gforth,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Gherkin,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Giac,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gibber,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GIER ALGOL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ginger,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Giotto,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Glass,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GLBasic,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gleam,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Glee,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Glicol,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GLIM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Glossa,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Glow,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GLSL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Glulx,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gluon,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Glyph,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GML,1,0,0,0,0,0.0,0.0,0,0,0,1,0
GMPL,1,0,0,0,0,0.0,0.0,0,0,0,1,0
GN,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GNU APL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GNU Pascal,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GNU Poke,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GNU Prolog,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GNU Smalltalk,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GnuCOBOL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gnuplot,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Go,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Go+,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GOAL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Goaldi,1,0,1,1,0,0.0,100.0,0,0,1,0,0
Goat,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gobra,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gobstones,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Goby,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gofer,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GolfScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Golo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Golog,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Goo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Goose,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GorillaScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gosu,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GOTRAN,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GPM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GPSS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GPSS/360,1,0,0,0,0,0.0,0.0,0,0,0,1,0
GPSS/H,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GQL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Grace,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Grain,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Granule,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GraphQL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GRASS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gravity,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gremlin,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gren,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gri,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GROFF,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Groovy,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Groq,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GSQL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GT.M,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Guile,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gura,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Guru,1,0,0,0,1,0.0,0.0,0,0,0,0,1
GW-BASIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gwion,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Gypsy,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Gödel,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Habit,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hack,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hackett,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HAGGIS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hakaru,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HAL/S,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Halide,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HAML,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hamler,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Handel-C,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Handlebars,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hansl,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Harbour,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HardCaml,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hare,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Harlan,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HashLink,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Haskell,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hassium,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Haxe,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Haxl,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hazel,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HCL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hedy,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Helios,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Helium,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hermes,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Heron,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hexagony,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HicEst,1,0,0,0,1,0.0,0.0,0,0,0,0,1
High Level Assembly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
High Performance Fortran,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hissp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HiveQL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HLA,1,0,0,0,0,0.0,0.0,0,0,0,1,0
HLASM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HLSL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hobbes,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HOCON,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hodor,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HOL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HOL Light,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HOL4,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hollywood,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HolyC,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Homespring,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hook,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hoon,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hop,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hope,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hopper,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hopscotch,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Horse64,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hot Soup Processor,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HP PPL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HQ9+,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HQL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Huff,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Huginn,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hugo,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Hugs,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Humbug,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hume,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Husk,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HVM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hy,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Hylo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
HyperTalk,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IA-64 Assembly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IAL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IBM 1130 Assembly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IBM 1401 Assembly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IBM 1401 Autocoder,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IBM 1620 Assembly,1,0,0,0,0,0.0,0.0,0,0,0,1,0
IBM 360 Assembly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IBM 370 Assembly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IBM 650 Assembly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IBM 704 Assembly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IBM 705 Assembly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IBM 709 Assembly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IBM 7090 Assembly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ice,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IcedCoffeeScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ichiban Prolog,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ICI,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Icon,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Id,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IDEAL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Idio,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IDL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Idol,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Idris,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Idris 1,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Idris2,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Idyll,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IFTRAN,1,0,0,0,0,0.0,0.0,0,0,0,1,0
IITRAN,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ikarus,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Imandra,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Imba,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IMP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ImplicitCAD,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Impromptu,1,0,0,0,1,0.0,0.0,0,0,0,0,1
incr Tcl,1,0,0,0,1,0.0,0.0,0,0,0,0,1
InfluxQL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Inform 0,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Inform 1,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Inform 2,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Inform 3,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Inform 4,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Inform 5,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Inform 6,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Inform 7,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Informix 4GL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ink,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Inkling,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Inko,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Inno Setup,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Insitux,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Instruction List,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Integer BASIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Intel 4004 Assembly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Interactive C,1,0,0,0,1,0.0,0.0,0,0,0,0,1
INTERCAL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Interlisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Io,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ioke,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ion,1,0,1,1,0,0.0,100.0,0,0,1,0,0
Iota,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IPL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IPL-I,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IPL-II,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IPL-III,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IPL-IV,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IPL-V,1,0,0,0,0,0.0,0.0,0,0,0,1,0
IPL-VI,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IPTSCRAE,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IronPython,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IronRuby,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IronScheme,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IS-BASIC,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Isabelle,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Isar,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ISBL,1,0,0,0,0,0.0,0.0,0,0,0,1,0
ISETL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ISLISP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ISPC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ISWIM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
IT,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ivory,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Ivy,1,0,1,1,0,0.0,100.0,0,0,1,0,0
IWIM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
J,1,0,0,0,1,0.0,0.0,0,0,0,0,1
J#,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jac,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jacl,1,0,1,1,0,0.0,100.0,0,0,1,0,0
JADE,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Jael,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JAGS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jai,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jakt,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JAL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jam,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jancy,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Janet,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jank,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Janus,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Japt,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JAQAL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jasmin,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jason,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JASS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Java,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JavaFX Script,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JavaScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
jBASE,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JCL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JEAN,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jelly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jeroo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JESS,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Jim Tcl,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jinja,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jinx,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JMESPath,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JML,1,0,0,0,0,0.0,0.0,0,0,0,1,0
JoCaml,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Joker,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jolie,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Jorth,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JOSS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JOSS I,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JOSS III,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JOSS IV,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jot,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Joule,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JOVIAL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JOVIAL J3,1,0,0,0,0,0.0,0.0,0,0,0,1,0
JOVIAL J73,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Joxa,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Joy,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Joyce,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JPQL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jq,1,0,1,1,0,0.0,100.0,0,0,1,0,0
JR,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JRuby,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JScheme,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JScript .NET,1,0,0,0,0,0.0,0.0,0,0,0,1,0
JScript.NET,1,0,0,0,0,0.0,0.0,0,0,0,1,0
JSFuck,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JSL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JSLT,1,0,1,1,0,0.0,100.0,0,0,1,0,0
JSONata,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JSONiq,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jsonnet,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JSONPath,1,0,0,0,1,0.0,0.0,0,0,0,0,1
JSX,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jule,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Julia,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Juniper,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Juno,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Just,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Just BASIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Juttle,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Juvix,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Jython,1,0,0,0,1,0.0,0.0,0,0,0,0,1
K,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kaitai Struct,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kal,1,0,1,1,0,0.0,100.0,0,0,1,0,0
Kaleidoscope,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Kalyn,1,0,1,1,0,0.0,100.0,0,0,1,0,0
Kamailio,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kamin,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kap,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kapok,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kappa,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Karel,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Karel (programming language),1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kawa,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kaya,1,0,0,0,1,0.0,0.0,0,0,0,0,1
KCL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
kdb+,1,0,0,0,0,0.0,0.0,0,0,0,1,0
KDF9 Autocode,1,0,0,0,1,0.0,0.0,0,0,0,0,1
KDL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Keg,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Keli,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kempe,1,0,0,0,1,0.0,0.0,0,0,0,0,1
KerboScript,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Kermeta,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kermit,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kernel,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ketos,1,0,0,0,1,0.0,0.0,0,0,0,0,1
KIF,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kind,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kind2,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kinx,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kipper,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kipple,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kit,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kite,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kitten,1,0,0,0,0,0.0,0.0,0,0,0,1,0
KiXtart,1,0,0,0,1,0.0,0.0,0,0,0,0,1
KL0,1,0,0,0,1,0.0,0.0,0,0,0,0,1
KL1,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Klara,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Klerer-May System,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Klong,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kodu,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kogut,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kojo,2,0,0,0,2,0.0,0.0,0,0,0,0,2
Koka,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kona,1,0,0,0,1,0.0,0.0,0,0,0,0,1
KornShell,1,0,0,0,1,0.0,0.0,0,0,0,0,1
kOS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kotlin,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kotlin Native,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kotlinx,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Koto,1,0,0,0,1,0.0,0.0,0,0,0,0,1
KQL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
KQML,1,0,0,0,1,0.0,0.0,0,0,0,0,1
KRC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
KRL,1,0,1,1,0,0.0,100.0,0,0,1,0,0
Kronos,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kuin,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kuroko,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kusto Query Language,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Kymera,1,0,0,0,1,0.0,0.0,0,0,0,0,1
L,1,0,0,0,1,0.0,0.0,0,0,0,0,1
L3,1,0,0,0,1,0.0,0.0,0,0,0,0,1
L6,1,0,0,0,0,0.0,0.0,0,0,0,1,0
LabVIEW,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Labyrinth,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ladder Logic,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lagoona,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Lambda Prolog,1,0,1,1,0,0.0,100.0,0,0,1,0,0
Laning and Zierler System,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LANSA,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Larceny,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Larch,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lasca,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lasso,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Laszlo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LaTeX,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Latte,2,0,0,0,2,0.0,0.0,0,0,0,0,2
Lava,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lazy K,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lazy ML,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LC-3,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LCF,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LDPL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Le_Lisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lean,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LEAP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Leda,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Legit,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lego,1,0,0,0,1,0.0,0.0,0,0,0,0,1
