pl_id,canonical_name,lang_id_master,linguist_key,pygments_name,hyperpolyglot_name,rosettacode_name,rosettacode_url,esolang_url,source_flags,source_count,first_appeared,homepage,evidence_urls,paradigms,typing,designed_by,types,in_pldb,in_linguist,in_pygments,in_wikipedia,in_esolang,in_hyperpolyglot,in_rosettacode,in_manual_add,in_wikidata,created_via_issue,wikidata_qid,wikipedia_url,wikidata_url
pl/bang-7,^!,id-9653a731,,,,,,https://esolangs.org/wiki/%5E%21,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-25,^中文,id-9196ed2b,,,,,,https://esolangs.org/wiki/%5E%E4%B8%AD%E6%96%87,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-26,`,id-7e15bb5c,,,,,,https://esolangs.org/wiki/%60,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-27,``,id-222b2b4a,,,,,,https://esolangs.org/wiki/%60%60,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-28,~,id-fb3c6e4d,,,,,,https://esolangs.org/wiki/~,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-29,~~¨л,id-a3403039,,,,,,https://esolangs.org/wiki/~~%C2%A8%D0%BB,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-30,¢%,id-a266ead7,,,,,,https://esolangs.org/wiki/%C2%A2%25,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-31,¥́,id-010399e8,,,,,,https://esolangs.org/wiki/%C2%A5%CC%81,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-32,¯\,id-55cabfac,,,,,,https://esolangs.org/wiki/%C2%AF%5C,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-33,¯\ (ツ) /¯,id-52c7b98e,,,,,,https://esolangs.org/wiki/%C2%AF%5C_%28%E3%83%84%29_%2F%C2%AF,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-34,±,id-4c2077d1,,,,,,https://esolangs.org/wiki/%C2%B1,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-35,¿,id-1b989a74,,,,,,https://esolangs.org/wiki/%C2%BF,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-36,Ð,id-495242db,,,,,,https://esolangs.org/wiki/%C3%90,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-37,Ø,id-4c959944,,,,,,https://esolangs.org/wiki/%C3%98,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-38,ʘ,id-e73104ea,,,,,,https://esolangs.org/wiki/%CA%98,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-39,̐,id-01fb82b5,,,,,,https://esolangs.org/wiki/%CC%90,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-40,Γιάαααααααααααααααααααααααααααα,id-ba10cd97,,,,,,https://esolangs.org/wiki/%CE%93%CE%B9%CE%AC%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1%CE%B1,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-41,Ζτ,id-a6a9fee2,,,,,,https://esolangs.org/wiki/%CE%96%CF%84,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-42,ΙΧΘΥΣ,id-f09ef07c,,,,,,https://esolangs.org/wiki/%CE%99%CE%A7%CE%98%CE%A5%CE%A3,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-43,Λ,id-4bd3857e,,,,,,https://esolangs.org/wiki/%CE%9B,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-44,Λάμβδα,id-72798c99,,,,,,https://esolangs.org/wiki/%CE%9B%CE%AC%CE%BC%CE%B2%CE%B4%CE%B1,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-45,Λιμπ,id-0704404f,,,,,,https://esolangs.org/wiki/%CE%9B%CE%B9%CE%BC%CF%80,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-46,Λλλ,id-637da0c3,,,,,,https://esolangs.org/wiki/%CE%9B%CE%BB%CE%BB,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-47,Λ⁁,id-f2515e9f,,,,,,https://esolangs.org/wiki/%CE%9B%E2%81%81,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-48,Μ,id-15b7b338,,,,,,https://esolangs.org/wiki/%CE%9C,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-49,ΞΘΔΦΩ,id-319ba86c,,,,,,https://esolangs.org/wiki/%CE%9E%CE%98%CE%94%CE%A6%CE%A9,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-50,Ξν,id-c01267c1,,,,,,https://esolangs.org/wiki/%CE%9E%CE%BD,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-51,Π,id-0600a515,,,,,,https://esolangs.org/wiki/%CE%A0,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-52,Σ∞,id-8ee43153,,,,,,https://esolangs.org/wiki/%CE%A3%E2%88%9E,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-53,Φ,id-4bf81d54,,,,,,https://esolangs.org/wiki/%CE%A6,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-54,Ебаное дерьмо,id-f578ae8b,,,,,,https://esolangs.org/wiki/%D0%95%D0%B1%D0%B0%D0%BD%D0%BE%D0%B5_%D0%B4%D0%B5%D1%80%D1%8C%D0%BC%D0%BE,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-55,Марковский,id-80a90b94,,,,,,https://esolangs.org/wiki/%D0%9C%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-56,Мне с тобою так повезло,id-ca75e189,,,,,,https://esolangs.org/wiki/%D0%9C%D0%BD%D0%B5_%D1%81_%D1%82%D0%BE%D0%B1%D0%BE%D1%8E_%D1%82%D0%B0%D0%BA_%D0%BF%D0%BE%D0%B2%D0%B5%D0%B7%D0%BB%D0%BE,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-57,Монгол хэл,id-a0f5b9a1,,,,,,https://esolangs.org/wiki/%D0%9C%D0%BE%D0%BD%D0%B3%D0%BE%D0%BB_%D1%85%D1%8D%D0%BB,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-58,Собачка,id-0cb46a2e,,,,,,https://esolangs.org/wiki/%D0%A1%D0%BE%D0%B1%D0%B0%D1%87%D0%BA%D0%B0,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-59,Тест на терпение,id-a2014496,,,,,,https://esolangs.org/wiki/%D0%A2%D0%B5%D1%81%D1%82_%D0%BD%D0%B0_%D1%82%D0%B5%D1%80%D0%BF%D0%B5%D0%BD%D0%B8%D0%B5,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-60,Хязгаар,id-a3884395,,,,,,https://esolangs.org/wiki/%D0%A5%D1%8F%D0%B7%D0%B3%D0%B0%D0%B0%D1%80,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-61,Юᓂ곧⎔,id-84def688,,,,,,https://esolangs.org/wiki/%D0%AE%E1%93%82%EA%B3%A7%E2%8E%94,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-62,׀│,id-9faf55ee,,,,,,https://esolangs.org/wiki/%D7%80%E2%94%82,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-63,ערימה,id-de457642,,,,,,https://esolangs.org/wiki/%D7%A2%D7%A8%D7%99%D7%9E%D7%94,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-64,العربية,id-9970632f,,,,,,https://esolangs.org/wiki/%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-65,قلب,id-82f1b4b7,,,,,,https://esolangs.org/wiki/%D9%82%D9%84%D8%A8,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-66,అంతులేనిబైనరీలు,id-2478e831,,,,,,https://esolangs.org/wiki/%E0%B0%85%E0%B0%82%E0%B0%A4%E0%B1%81%E0%B0%B2%E0%B1%87%E0%B0%A8%E0%B0%BF%E0%B0%AC%E0%B1%88%E0%B0%A8%E0%B0%B0%E0%B1%80%E0%B0%B2%E0%B1%81,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-67,ಠ ಠ,id-11106d87,,,,,,https://esolangs.org/wiki/%E0%B2%A0_%E0%B2%A0,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-68,ඞ,id-8d43548c,,,,,,https://esolangs.org/wiki/%E0%B6%9E,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-69,ᚱᚢᚾᛅᛦ,id-4f887d34,,,,,,https://esolangs.org/wiki/%E1%9A%B1%E1%9A%A2%E1%9A%BE%E1%9B%85%E1%9B%A6,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-70,‰,id-f19e5815,,,,,,https://esolangs.org/wiki/%E2%80%B0,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-71,′,id-ca678a9a,,,,,,https://esolangs.org/wiki/%E2%80%B2,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/starand-and,›*&«&^,id-c194291d,,,,,,https://esolangs.org/wiki/%E2%80%BA%2A%26%C2%AB%26%5E,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-72,⁠,id-4e2c37e7,,,,,,https://esolangs.org/wiki/%E2%81%A0,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-73,€,id-83fc867a,,,,,,https://esolangs.org/wiki/%E2%82%AC,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-74,Ⅎ,id-2e0d4618,,,,,,https://esolangs.org/wiki/%E2%84%B2,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-75,Ↄ,id-a0dab239,,,,,,https://esolangs.org/wiki/%E2%86%83,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-76,←,id-8179643c,,,,,,https://esolangs.org/wiki/%E2%86%90,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-77,→,id-213edd25,,,,,,https://esolangs.org/wiki/%E2%86%92,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-78,↡,id-39950531,,,,,,https://esolangs.org/wiki/%E2%86%A1,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-79,∆,id-cd7b1f2b,,,,,,https://esolangs.org/wiki/%E2%88%86,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-80,∇,id-fd7d8c4c,,,,,,https://esolangs.org/wiki/%E2%88%87,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-81,∞,id-38f64525,,,,,,https://esolangs.org/wiki/%E2%88%9E,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-82,⊗,id-f120f64b,,,,,,https://esolangs.org/wiki/%E2%8A%97,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-83,⊥,id-4dc3afe5,,,,,,https://esolangs.org/wiki/%E2%8A%A5,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-84,█,id-025d44bd,,,,,,https://esolangs.org/wiki/%E2%96%88,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-85,▓,id-4dd4584e,,,,,,https://esolangs.org/wiki/%E2%96%93,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-86,■,id-e4a9a116,,,,,,https://esolangs.org/wiki/%E2%96%A0,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-87,○,id-d195189f,,,,,,https://esolangs.org/wiki/%E2%97%8B,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-88,●,id-02b4ebd4,,,,,,https://esolangs.org/wiki/%E2%97%8F,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-89,◧◨,id-a11768e9,,,,,,https://esolangs.org/wiki/%E2%97%A7%E2%97%A8,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-90,◼,id-9ede96ac,,,,,,https://esolangs.org/wiki/%E2%97%BC,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-91,☃,id-26861373,,,,,,https://esolangs.org/wiki/%E2%98%83,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-92,☭,id-ece14b53,,,,,,https://esolangs.org/wiki/%E2%98%AD,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/unknown-93,✏,id-ef524aa7,,,,,,https://esolangs.org/wiki/%E2%9C%8F,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
